fold,task,model,mae,rmse,r2,poisson_deviance,mase_vs_train_mean,average_precision,brier,log_loss,ece_10,accuracy,precision,recall,f1,alert_rate,roc_auc
1,count,gradient_boosting_absolute,2.8185582235727185,3.8569788227057455,-0.21617784442673704,2.0615905575562388,1.0668176793994015,,,,,,,,,,
1,count,hist_gradient_boosting_poisson,3.043892139115071,4.099907436812827,-0.37420233588918395,2.3997903831119003,1.1521060381277737,,,,,,,,,,
1,count,poisson_regressor,2.7307045124073874,3.5591965185077847,-0.035634512031364585,1.591706430638853,1.0335652556998753,,,,,,,,,,
1,count,tweedie_regressor,2.6513289693523716,3.5108068144423297,-0.007665626373595025,1.5781119982442096,1.0035217987526983,,,,,,,,,,
1,count,negative_binomial,3.7501949258999114,5.185701183007397,-1.1984548667853083,2.527780114165069,1.419439986970606,,,,,,,,,,
1,classification,rf_raw,,,,,,0.38055899898183027,0.25737172080091436,0.7132057210330384,0.13603250519904697,0.46558704453441296,0.3691275167785235,0.5913978494623656,0.45454545454545453,0.6032388663967612,0.5118698505795279
1,classification,rf_sigmoid,,,,,,0.38055899898183027,0.2512877576003491,0.7030191202771513,0.12773732208976618,0.6234817813765182,0.0,0.0,0.0,0.0,0.5118698505795279
1,classification,rf_isotonic,,,,,,0.3867284390637757,0.256607658889788,1.6606645928828367,0.12076993252284478,0.562753036437247,0.3880597014925373,0.27956989247311825,0.325,0.27125506072874495,0.5159893869571289
1,classification,negative_binomial_derived_risk,,,,,,0.48501513271033964,0.30502258697195944,0.9122786248155016,0.24708580332493763,0.44129554655870445,0.4,0.967741935483871,0.5660377358490566,0.9109311740890689,0.6137410976120653
2,count,gradient_boosting_absolute,2.801280360136642,3.438704176444207,-0.40491984922102175,2.1042664426199593,0.9674237351109654,,,,,,,,,,
2,count,hist_gradient_boosting_poisson,2.942631534001077,3.6346254020047484,-0.569571958758895,2.274656734613566,1.0162394418599967,,,,,,,,,,
2,count,poisson_regressor,3.1608342585680216,3.783517247343262,-0.7008004117751632,2.4718800929011935,1.0915958745169714,,,,,,,,,,
2,count,tweedie_regressor,3.1121378577646026,3.7252908451976796,-0.6488543202147343,2.419405760906393,1.0747785453334668,,,,,,,,,,
2,count,negative_binomial,3.1822453553732104,3.8333769959357893,-0.7459225764550199,2.50914600021625,1.0989902087431564,,,,,,,,,,
2,classification,rf_raw,,,,,,0.22791047640798365,0.1953226027539254,0.5792774213102063,0.2754427934229283,0.2591093117408907,0.14009661835748793,0.8529411764705882,0.24066390041493776,0.8380566801619433,0.6251035625517812
2,classification,rf_sigmoid,,,,,,0.22791047640798365,0.15547636563979747,0.4973138715542893,0.1958124198590842,0.1417004048582996,0.1322314049586777,0.9411764705882353,0.2318840579710145,0.979757085020243,0.6251035625517812
2,classification,rf_isotonic,,,,,,0.19068838459921034,0.16346286481781314,0.5133949483804189,0.18874440421995442,0.3076923076923077,0.14507772020725387,0.8235294117647058,0.24669603524229075,0.7813765182186235,0.6188898094449046
2,classification,negative_binomial_derived_risk,,,,,,0.17130199710560426,0.19729404631480765,0.5801436171181916,0.24825405132377626,0.4008097165991903,0.1566265060240964,0.7647058823529411,0.26,0.6720647773279352,0.5981772990886496
3,count,gradient_boosting_absolute,2.4475557167364403,3.4121603827019817,0.11237996543526074,1.8143634212900095,0.8895238922111646,,,,,,,,,,
3,count,hist_gradient_boosting_poisson,2.4607896016188855,3.4773550485215576,0.07813718947156323,1.9238287502279738,0.8943335301324633,,,,,,,,,,
3,count,poisson_regressor,2.6783765884851336,3.500048330018035,0.06606574182443437,1.9761812903662805,0.9734119438038145,,,,,,,,,,
