model,average_precision,brier,log_loss,ece_10,accuracy,precision,recall,f1,alert_rate,roc_auc
rf_sigmoid,0.0985023358471812,0.057010658324478165,0.23648349715652575,0.02434518532771996,0.9392405063291139,0.0,0.0,0.0,0.0,0.5875386842367973
negative_binomial_derived_risk,0.12440759381705213,0.05722319621605737,0.22293462648330495,0.020404149155406965,0.9308016877637131,0.14285714285714285,0.027777777777777776,0.046511627906976744,0.01181434599156118,0.681104622142358
rf_isotonic,0.0906671979984183,0.05809388685314019,0.28608660194155905,0.02402090378011444,0.9324894514767933,0.0,0.0,0.0,0.006751054852320675,0.5853112209244284
rf_raw,0.11284788949853916,0.06297303895149872,0.2721180160271251,0.06029448079417292,0.9012658227848102,0.15384615384615385,0.1388888888888889,0.145985401459854,0.05485232067510549,0.6552548168114206
