Fecha;Texto
2021-11-17T02:29:56.000Z;EMERGENCIA: 23:28 10-1 (LLAMADO VEHICULAR), ALTO HORNO / DANIEL PEINE, B-8
2021-11-17T18:32:03.000Z;EMERGENCIA: 15:30 10-4 (RESCATE VEHICULAR), AVENIDA JUAN ANTONIO RIOS / JUAN ANTONIO RIOS, B-11 RB-3
2021-11-17T18:35:11.000Z;15:33, SALE B-8  A 10-4 (RESCATE VEHICULAR) AVENIDA JUAN ANTONIO RIOS / JUAN ANTONIO RIOS
2021-11-17T20:49:02.000Z;EMERGENCIA: 17:47 10-4 (RESCATE VEHICULAR), MANUEL MONTT / AVENIDA CRISTOBAL COLON, RB-3 RB-5 B-8
2021-11-17T21:00:19.000Z;EMERGENCIA: 17:58 10-2 (LLAMADO DE PASTIZALES), BAHIA SAN VICENTE / NUEVA 1, B-1 F-7
2021-11-17T21:27:42.000Z;EMERGENCIA: 18:26 10-4 (RESCATE VEHICULAR), RIO MAPOCHO / RIO ÑUBLE, B-4 RB-5
2021-11-17T22:39:58.000Z;EMERGENCIA: 19:38 10-3 (RESCATE DE PERSONA), LAS GARZAS / AVENIDA LOS LOBOS, RB-6
