Fecha;Texto
2021-12-24T04:37:34.000Z;EMERGENCIA: 1:37 10-4 (RESCATE VEHICULAR), AVENIDA LOS BUDES / AVENIDA JORGE ALESSANDRI, RB-5 B-9
2021-12-24T13:46:05.000Z;EMERGENCIA: 10:46 10-4 (RESCATE VEHICULAR), BUBLIN / LAS GOLONDRINAS, RB-5 B-9
2021-12-24T14:55:50.000Z;EMERGENCIA: 11:55 10-0 (LLAMADO ESTRUCTURAL), RIO MAULE / LAS MARGARITAS, Q-2 B-4 B-5
2021-12-24T14:58:32.000Z;11:58, SALE B-8  A 10-0 (LLAMADO ESTRUCTURAL) RIO MAULE / LAS MARGARITAS
2021-12-24T15:42:40.000Z;EMERGENCIA: 12:42 10-3 (RESCATE DE PERSONA), RIO MAULE / LAS MARGARITAS, RB-5
2021-12-24T16:14:40.000Z;EMERGENCIA: 13:14 10-3 (RESCATE DE PERSONA), LAS AMAPOLAS / AVENIDA CRISTOBAL COLON, RB-5
2021-12-24T18:10:19.000Z;EMERGENCIA: 15:10 10-3 (RESCATE DE PERSONA), A COLON / AVENIDA COLON, RB-3
2021-12-24T18:12:30.000Z;15:12, SALE RB-5  A 10-3 (RESCATE DE PERSONA) A COLON / AVENIDA COLON
2021-12-24T18:41:04.000Z;EMERGENCIA: 15:41 10-4 (RESCATE VEHICULAR), LAS AMAPOLAS / LAS HORTENSIAS, B-4 RB-5
2021-12-24T18:44:10.000Z;15:44, SALE B-5  A 10-4 (RESCATE VEHICULAR) LAS AMAPOLAS / LAS HORTENSIAS
2021-12-24T23:45:16.000Z;EMERGENCIA: 20:45 10-4 (RESCATE VEHICULAR), AVENIDA JUAN ANTONIO RIOS / JUAN ANTONIO RIOS, B-1 RB-5
