Fecha;Texto
2021-12-16T00:10:30.000Z;EMERGENCIA: 21:10 10-9 (OTROS SERVICIOS), BELLAVISTA  ALTURA DEL 276,  TALCAHUANO, B-11
2021-12-16T00:52:15.000Z;EMERGENCIA: 21:52 10-3 (RESCATE DE PERSONA), BAHIA SAN VICENTE / BAHIA INGLESA, RB-3
2021-12-16T16:07:54.000Z;EMERGENCIA: 13:08 10-4 (RESCATE VEHICULAR), JAIME REPULLO / AUTOPISTA CONCEPCION - TALCAHUANO, RB-5 B-9
2021-12-16T16:11:18.000Z;13:11, SALE B-8  A 10-4 (RESCATE VEHICULAR) JAIME REPULLO / AUTOPISTA CONCEPCION - TALCAHUANO
2021-12-16T17:52:47.000Z;EMERGENCIA: 14:52 10-0 (LLAMADO ESTRUCTURAL), MARYLAND 45 TALCAHUANO BÍO BÍO CHILE / ,  TUMBES, B-1 B-3 RB-6 B-11
2021-12-16T17:56:36.000Z;14:56, SALE B-8  A 10-0 (LLAMADO ESTRUCTURAL) MARYLAND 45 TALCAHUANO BÍO BÍO CHILE / ,  TUMBES
2021-12-16T17:59:37.000Z;14:59, SALE B-4 B-5  A 10-0 (LLAMADO ESTRUCTURAL) MARYLAND 45 TALCAHUANO BÍO BÍO CHILE / ,  TUMBES
2021-12-16T20:31:31.000Z;EMERGENCIA: 17:31 10-10 (REBROTE DE EMERGENCIA ANTERIOR), MARYLAND 45 TALCAHUANO BÍO BÍO CHILE / ,  TUMBES, RB-6
2021-12-16T22:58:37.000Z;EMERGENCIA: 19:58 10-0 (LLAMADO ESTRUCTURAL), AVENIDA COLON / SIETE NORTE,  TUMBES, Q-2 B-5 B-9
