Fecha;Texto
2022-05-30T00:01:16.000Z;ESTADO DE UNIDADES A LAS 20:00  DISPONIBLES: Q-2, RH-2, B-5, RB-6, Z-6, B-8, H-8, B-9, H-9
2022-05-30T03:02:14.000Z;EMERGENCIA: 23:00 10-6 (ESCAPE DE GAS), PASAJE NUEVE / CALLE 2, H-8
2022-05-30T03:39:16.000Z;EMERGENCIA: 23:38 10-4 (RESCATE VEHICULAR), LAS HORTENCIAS / LAS AMAPOLAS, B-5 B-9
2022-05-30T13:01:17.000Z;ESTADO DE UNIDADES A LAS 09:00  DISPONIBLES: B-1, F-1, Q-2, RH-2, B-3, B-4, X-4, B-5, RB-6, Z-6, B-7, F-7, B-9, H-9, B-11
2022-05-30T16:25:58.000Z;EMERGENCIA: 12:24 10-6 (ESCAPE DE GAS), LAGUNA LO GALINDO / LAGUNA AVENDAÑO, B-4 H-9
2022-05-30T16:31:19.000Z;12:30, SALE B-9  A 10-6 (ESCAPE DE GAS) LAGUNA LO GALINDO / LAGUNA AVENDAÑO
2022-05-30T16:34:26.000Z;EMERGENCIA: 12:33 10-0 (LLAMADO ESTRUCTURAL), BOLIVIA ALTURA DEL 841, B-1 B-5 B-7
2022-05-30T16:51:08.000Z;EMERGENCIA: 12:49 10-4 (RESCATE VEHICULAR), AVENIDA GRAN BRETAÑA ALTURA DEL 841, B-3 B-11
2022-05-30T17:06:01.000Z;EMERGENCIA: 13:04 10-8 (LLAMADO NO CLASIFICADO), LAS DALIAS ALTURA DEL 3755, B-4
2022-05-30T17:09:44.000Z;13:08, SALE B-5  A 10-8 (LLAMADO NO CLASIFICADO) LAS DALIAS ALTURA DEL 3755
2022-05-30T22:28:56.000Z;EMERGENCIA: 18:27 10-8 (LLAMADO NO CLASIFICADO), JUAN GUILLERMO SOSA ALTURA DEL 991, B-4
