Fecha;Texto
2023-03-16T02:31:32.000Z;EMERGENCIA: 23:31 10-4 (RESCATE VEHICULAR), AVENIDA JORGE ALESSANDRI / AVENIDA SANTA MARIA, RB-5 B-9
2023-03-16T12:00:02.000Z;ESTADO DE UNIDADES A LAS 09:00  DISPONIBLES: BR-01, F-1, BM-2, Q-2, B-3, RB-3, B-4, H-4, X-4, RB-5, H-8, B-9, Z-9, B-11, H-11, K-1
2023-03-16T15:11:16.000Z;EMERGENCIA: 12:11 10-3 (RESCATE DE PERSONA), AV. LAS GOLONDRINAS 180 / ,  TALCAHUANO, B-9
2023-03-16T16:50:46.000Z;EMERGENCIA: 13:50 10-2 (LLAMADO DE PASTIZALES), CAM. A LENGA 2610 HUALPÉN / ,  TALCAHUANO, B-9
2023-03-16T17:28:09.000Z;EMERGENCIA: 14:28 10-2 (LLAMADO DE PASTIZALES), LA MARINA 6120 TALCAHUANO / , B-4
2023-03-16T17:47:13.000Z;EMERGENCIA: 14:47 10-9 (OTROS SERVICIOS), 9V3V 8F TALCAHUANO / ,  CHILE, H-11
2023-03-16T21:17:36.000Z;EMERGENCIA: 18:17 10-3 (RESCATE DE PERSONA), ARTURO PRAT / AVENIDA COLON,  CHILE, BR-01 RB-3
2023-03-16T21:18:39.000Z;18:18, SALE RB-5  A 10-3 (RESCATE DE PERSONA) ARTURO PRAT / AVENIDA COLON,  CHILE
2023-03-16T21:22:35.000Z;EMERGENCIA: 18:22 10-6 (ESCAPE DE GAS), PASAJE 8 / CALLE 5,  CHILE, H-4
2023-03-16T23:00:02.000Z;ESTADO DE UNIDADES A LAS 20:00  DISPONIBLES: BR-01, F-1, BM-2, Q-2, B-3, RB-3, B-4, RH-4, X-4, RB-5, H-8, B-9, Z-9, K-1 EN EMERGENCIA: H-4
2023-03-16T23:11:55.000Z;EMERGENCIA: 20:11 10-0 (LLAMADO ESTRUCTURAL), AVENIDA LA MARINA ALTURA DEL 6208, B-4 H-8 B-9
