Fecha;Texto
2022-04-01T03:27:24.000Z;EMERGENCIA: 0:26 10-0 (LLAMADO ESTRUCTURAL), DOLLINCO / COYANCO, B-1 RB-3 F-6
2022-04-01T03:32:54.000Z;0:31, SALE Q-2 B-8  A ALARMA DE INCENDIO DOLLINCO / COYANCO
2022-04-01T03:41:57.000Z;0:40, SALE H-4 H-11  A 2DA ALARMA DE INCENDIO DOLLINCO / COYANCO
2022-04-01T03:43:23.000Z;0:42, SALE Z-6  A 2DA ALARMA DE INCENDIO DOLLINCO / COYANCO
2022-04-01T10:11:46.000Z;EMERGENCIA: 7:10 10-3 (RESCATE DE PERSONA), BRASIL ALTURA DEL 458, RB-3
2022-04-01T11:33:25.000Z;EMERGENCIA: 8:32 10-3 (RESCATE DE PERSONA), ALTO HORNO / CARLOS DITTBORN, B-5
2022-04-01T14:07:44.000Z;EMERGENCIA: 11:06 10-0 (LLAMADO ESTRUCTURAL), AUTOPISTA CONCEPCION - TALCAHUANO / RESTAURANT LA RUTA, Q-2 B-5 B-9
2022-04-01T14:11:56.000Z;11:10, SALE B-4  A 10-0 (LLAMADO ESTRUCTURAL) AUTOPISTA CONCEPCION - TALCAHUANO / RESTAURANT LA RUTA
2022-04-01T15:51:57.000Z;EMERGENCIA: 12:50 10-4 (RESCATE VEHICULAR), BARROS ARANA / COLON, B-1 RB-3 B-5
2022-04-01T23:05:08.000Z;EMERGENCIA: 20:03 10-8 (LLAMADO NO CLASIFICADO), AVENIDA GRAN BRETAÑA / ATENAS, B-8
2022-04-01T23:49:56.000Z;EMERGENCIA: 20:48 10-2 (LLAMADO DE PASTIZALES), INGRESO CERRO LA U / QUILLAY, B-8
