Fecha;Texto
2023-02-09T02:12:35.000Z;EMERGENCIA: 23:12 10-0 (LLAMADO ESTRUCTURAL), PUERTO NATALES ALTURA DEL 831, Q-2 B-5 B-9
2023-02-09T05:01:18.000Z;EMERGENCIA: 2:01 10-6 (ESCAPE DE GAS), MANUEL BAYON ALTURA DEL 294, H-4 H-8
2023-02-09T11:36:02.000Z;EMERGENCIA: 8:35 10-4 (RESCATE VEHICULAR), AVENIDA DESIDERIO GARCIA / AVENIDA ALTO HORNO, RB-5 B-8
2023-02-09T12:00:03.000Z;ESTADO DE UNIDADES A LAS 09:00  DISPONIBLES: BR-01, F-1, BM-2, Q-2, RH-2, B-3, RB-3, B-4, H-4, K-1, RH-4, X-4, B-5, RB-5, F-6, RB-6, Z-6, B-7, B-8, H-8, B-9, H-9, Z-9, B-11, H-11 EN EMERGENCIA: F-7
2023-02-09T14:22:08.000Z;EMERGENCIA: 11:22 10-3 (RESCATE DE PERSONA), ALGARROBO ALTURA DEL 3728, RB-5
2023-02-09T14:57:22.000Z;EMERGENCIA: 11:57 10-2 (LLAMADO DE PASTIZALES), AVENIDA TALCAHUANO / 6 PONIENTE, B-5
2023-02-09T19:40:05.000Z;EMERGENCIA: 16:40 10-4 (RESCATE VEHICULAR), ACCESO A RUTA INTERPORTUARIA / OUENTE LAS BALLENAS, BR-01 RB-3
2023-02-09T20:38:30.000Z;EMERGENCIA: 17:38 10-3 (RESCATE DE PERSONA), LAS GOLONDRINAS / 8 PONIENTE, RB-5
2023-02-09T21:48:52.000Z;EMERGENCIA: 18:48 10-2 (LLAMADO DE PASTIZALES), BOLIVIA ALTURA DEL 1051, F-8
2023-02-09T23:00:01.000Z;ESTADO DE UNIDADES A LAS 20:00  DISPONIBLES: BR-01, F-1, BM-2, Q-2, RH-2, B-3, RB-3, B-4, H-4, RH-4, X-4, B-5, RB-5, F-6, RB-6, Z-6, B-7, B-8, F-8, B-9, H-9, Z-9, B-11 EN EMERGENCIA: F-7
