model,average_precision,brier,log_loss,ece_10,accuracy,precision,recall,f1,alert_rate,roc_auc
rf_isotonic,0.12720996127252354,0.08864161356667455,0.36126195713367304,0.04034948264661693,0.9025,0.0,0.0,0.0,0.0,0.5735019059118782
rf_sigmoid,0.12692403279721698,0.08949131689426668,0.34079125176732455,0.030845977126374925,0.9016666666666666,0.0,0.0,0.0,0.0008333333333333334,0.5620506506933101
negative_binomial_derived_risk,0.15559970606756707,0.08967915160791333,0.3255275058807852,0.03320541251459667,0.8975,0.25,0.02564102564102564,0.046511627906976744,0.01,0.6342464348004514
rf_raw,0.13469066913089245,0.09449224342907289,0.33789926428812284,0.056133370244877356,0.8958333333333334,0.16666666666666666,0.017094017094017096,0.031007751937984496,0.01,0.5891832595433704
