candidate;mae;rmse;r2;high_auc;actual_mean;prediction_mean;actual_std;prediction_std;std_ratio;p05;p95;p05_p95_width;width_ratio;boring_4_5_share;min_prediction;max_prediction;mae_vs_official_pct;rmse_vs_official_pct
top_80;2.2779432555039723;2.939600700212463;0.12856829488839372;0.6487171933240254;5.215277777777778;5.059514962302314;3.1511818531385956;1.2737073380122528;0.4041998835273924;3.4525593757629394;7.28698601722717;3.8344266414642303;0.38344266414642303;0.6041666666666666;2.048553466796875;14.6729736328125;0.46567816842988385;-2.572060989498437
top_108;2.2845744361480076;2.9500709453223903;0.12234952332111704;0.6409678369689129;5.215277777777778;5.050008130404684;3.1511818531385956;1.2814903929400836;0.4066697679360243;3.4924169778823853;7.437560224533079;3.9451432466506935;0.39451432466506936;0.6458333333333334;1.9985511302947998;14.216980934143066;0.7581376310836108;-2.225042973779068
top_60;2.2744781282213;2.951865133767731;0.12128165124697377;0.6326548910607012;5.215277777777778;4.992679515149859;3.1511818531385956;1.2871247191273179;0.40845777207219386;3.3996466159820558;7.294855999946593;3.8952093839645374;0.38952093839645374;0.6208333333333333;2.060858726501465;15.52419662475586;0.3128533069885586;-2.1655777265387366
top_30;2.287350352936321;2.967224214439928;0.11211360512233004;0.6126858884861217;5.215277777777778;4.970330304900805;3.1511818531385956;1.3050468442742094;0.41414520173577896;3.5080422639846804;7.189473509788512;3.681431245803832;0.3681431245803832;0.6458333333333334;2.8676676750183105;16.428176879882812;0.8805657741039363;-1.6565277814628576
top_20;2.288537639379501;2.972765329413897;0.10879435855763275;0.6204352448412342;5.215277777777778;4.977624666690827;3.1511818531385956;1.2294388530328155;0.39015166700337756;3.555135953426361;7.006618380546569;3.451482427120208;0.3451482427120208;0.6263888888888889;2.9388012886047363;15.468703269958496;0.9329294742997485;-1.4728771884775504
top_40;2.318109796775712;2.9855400622565793;0.10111842409497318;0.6134288019879339;5.215277777777778;4.971614065104061;3.1511818531385956;1.2857372113790628;0.40801745862380523;3.4588831543922423;7.24294455051422;3.7840613961219773;0.3784061396121977;0.6305555555555555;2.1275699138641357;15.85686206817627;2.237170412055911;-1.0494809455176335
official;2.2673845407035618;3.017205054389593;0.08195001983697014;0.652534231660924;5.215277777777778;5.0294021642870375;3.1511818531385956;0.9538906849102964;0.302708865868917;3.770619547367096;6.654313540458678;2.883693993091582;0.28836939930915817;0.7388888888888889;2.857672691345215;10.50148868560791;0.0;0.0
