Fecha;Texto
2024-03-17T03:24:01.000Z;10-4-1 VASCO NUNEZ DE BALBOA / CALLE 1 RX-5, B-9 https://t.co/ersQZwNgVq
2024-03-17T05:27:23.000Z;10-0-1 RÍO MAULE / LOS NARDOS Q-2, B-5, B-4 https://t.co/AMjVgnPaIq
2024-03-17T07:38:32.000Z;10-3-4 CALLE PLAYA PINGUERAL / PASAJE 4 RB-6 https://t.co/7k7GMWwan6
2024-03-17T15:31:05.000Z;10-0-1 PASAJE DOS A / MANUEL BAYON H-8, H-4, Q-2 https://t.co/RDx9M4zrBp
2024-03-17T15:36:49.000Z;INCENDIO PASAJE DOS A / MANUEL BAYON H-8, H-4, Q-2, BR-01, B-5 https://t.co/RDx9M4zrBp
2024-03-17T17:46:20.000Z;10-2-1 BALMACEDA / O\'HIGGINS B-3 https://t.co/CWdGAwsRZ9
2024-03-17T18:00:48.000Z;10-2-2 TUMBES / MARYLAND F-7, RB-6 https://t.co/y4FWyQHY0c
2024-03-17T18:01:22.000Z;SALE BR-01 A 10-2-2 TUMBES / MARYLAND https://t.co/y4FWyQHY0c
2024-03-17T18:20:31.000Z;SALE B-3 A 10-2-2 TUMBES / MARYLAND https://t.co/y4FWyQHY0c
2024-03-17T18:28:03.000Z;SALE Z-9 A 10-2-2 TUMBES / MARYLAND https://t.co/y4FWyQHY0c
2024-03-17T18:37:18.000Z;SALE X-4 A 10-2-2 TUMBES / MARYLAND https://t.co/y4FWyQHY0c
2024-03-17T18:40:24.000Z;INCENDIO FORESTAL TUMBES / MARYLAND F-7, RB-6, BR-01, B-3, Z-9, X-4 https://t.co/y4FWyQHY0c
2024-03-17T19:08:33.000Z;SALE F-6 A INCENDIO FORESTAL TUMBES / MARYLAND https://t.co/y4FWyQHY0c
2024-03-17T19:16:33.000Z;SALE F-8 A INCENDIO FORESTAL TUMBES / MARYLAND https://t.co/y4FWyQHY0c
2024-03-17T19:41:58.000Z;SALE F-1 A INCENDIO FORESTAL TUMBES / MARYLAND https://t.co/y4FWyQHY0c
2024-03-17T19:49:57.000Z;SEGUNDA ALARMA DE INCENDIO FORESTAL TUMBES / MARYLAND F-7, RB-6, BR-01, B-3, Z-9, X-4, F-6, F-8, F-1 https://t.co/y4FWyQHY0c
2024-03-17T23:11:42.000Z;10-4-1 AVENIDA COLON / HUALPEN RB-3, B-8 https://t.co/E7tYXuqu5q
