Fecha;Texto
2024-12-02T01:32:54.000Z;10-4-1 AUTOPISTA CONCEPCIÓN TALCAHUANO ALTURA PUENTE O\'HIGGINS /  L-01, B-4 https://t.co/xdSegGgPKK
2024-12-02T02:29:59.000Z;10-0-1 ARTEAGA ALEMPARTE / BALMACEDA B-4, B-5, Q-2 https://t.co/X85NcZuFwX
2024-12-02T02:34:10.000Z;SALE B-9 A 10-0-1 ARTEAGA ALEMPARTE / BALMACEDA https://t.co/X85NcZuFwX
2024-12-02T02:35:16.000Z;INCENDIO ARTEAGA ALEMPARTE / BALMACEDA B-4, B-5, Q-2, B-9, RH-1 https://t.co/X85NcZuFwX
2024-12-02T02:40:07.000Z;SEGUNDA ALARMA DE INCENDIO ARTEAGA ALEMPARTE / BALMACEDA B-4, B-5, Q-2, B-9, RH-1, H-4, L-01, RB-6, BM-2 https://t.co/X85NcZuFwX
2024-12-02T02:40:29.000Z;SALE Z-6 A SEGUNDA ALARMA DE INCENDIO ARTEAGA ALEMPARTE / BALMACEDA https://t.co/X85NcZuFwX
2024-12-02T02:53:09.000Z;SALE Z-9 A SEGUNDA ALARMA DE INCENDIO ARTEAGA ALEMPARTE / BALMACEDA https://t.co/X85NcZuFwX
2024-12-02T06:49:47.000Z;10-8 2 PONIENTE / AVENIDA LAS GOLONDRINAS B-9 https://t.co/g37KjN9v3M
2024-12-02T08:54:28.000Z;10-10 ARTEAGA ALEMPARTE / BALMACEDA H-4 https://t.co/X85NcZuFwX
2024-12-02T12:23:30.000Z;10-4-1 AUTOPISTA CONCEPCIÓN-TALCAHUANO ALTURA COPEC /  L-01, H-9 https://t.co/AcJcjZYH01
2024-12-02T17:08:47.000Z;10-4-1 AVENIDA COLON / ALMIRANTE NEFF L-01, B-9 https://t.co/CZqjjaTF7Q
2024-12-02T17:40:39.000Z;10-10 BALMACEDA / ARTEAGA ALEMPARTE B-9 https://t.co/X85NcZuFwX
