Fecha;Texto
2025-06-15T07:21:09.000Z;SALE B-9, B-5 A 10-17-1 AVENIDA CRISTÓBAL COLÓN / 0 https://t.co/P8oEqaznzS
2025-06-15T07:34:46.000Z;10-17-1 BAHÍA SAN VICENTE / 0 F-6 https://t.co/5q7jlg2pWh
2025-06-15T07:35:31.000Z;SALE Z-6 A 10-17-1 BAHÍA SAN VICENTE / 0 https://t.co/5q7jlg2pWh
2025-06-15T07:44:07.000Z;10-17-1 SANTA ROSA / LA QUEBRADA F-1 https://t.co/8xJ23V8uKJ
2025-06-15T07:49:37.000Z;10-17-1 EL CIPRÉS / LAS MAGNOLIAS B-8 https://t.co/HN4nf6fjGy
2025-06-15T07:57:36.000Z;10-17-2 GABRIEL TORO / ORELLA RB-3 https://t.co/7XfIqvj7jw
2025-06-15T08:45:37.000Z;10-17-1 VICUÑA MACKENNA / JOSE TORIBIO MEDINA H-8 https://t.co/ecKIjk2y7o
2025-06-15T09:13:42.000Z;SALE B-8 A 10-17-1 VICUÑA MACKENNA / JOSE TORIBIO MEDINA https://t.co/ecKIjk2y7o
2025-06-15T14:37:13.000Z;10-6-1 AV. DESIDERIO GARCÍA / FRENTE CUARTEL H-8 https://t.co/p20VvgEp8K
2025-06-15T14:39:36.000Z;10-17-2 PASAJE DIECIOCHO / PJE DIECISIETE B-5 https://t.co/76DXAUNByw
2025-06-15T15:07:23.000Z;10-17-1 LA VEGA / SANTIAGO Z-9 https://t.co/7z6T9LXXPt
2025-06-15T17:41:06.000Z;10-17-1 LAS HERAS / JORDAN VALDIVIESO ( REMODELACIÓN SIMONS) RB-3 https://t.co/F6aLBzXtlL
2025-06-15T18:11:17.000Z;10-8 LAS AMAPOLAS / LAS AZUCENAS B-5 https://t.co/Jkrh7P8cFG
2025-06-15T19:27:29.000Z;10-17-1 FRANCIA / VINICIO F-1 https://t.co/o0hX0E3tCK
2025-06-15T20:21:24.000Z;10-17-2 JOTABECHE / RAMON GALLEGOS B-4 https://t.co/bhbuQNi4Ml
2025-06-15T20:23:01.000Z;10-17-2 ITALIA / VENEZUELA RB-3 https://t.co/7ROCr6ZSgc
2025-06-15T20:36:01.000Z;SALE Q-2 A 10-17-2 JOTABECHE / RAMON GALLEGOS https://t.co/bhbuQNi4Ml
2025-06-15T21:08:32.000Z;10-17-1 COLISEO MONUMENTAL LA TORTUGA /  F-1 https://t.co/oU9iHAVltA
2025-06-15T22:59:11.000Z;SALE RB-3 A 10-17-1 COLISEO MONUMENTAL LA TORTUGA /  https://t.co/oU9iHAVltA
2025-06-15T23:19:57.000Z;SALE F-7 A 10-17-1 COLISEO MONUMENTAL LA TORTUGA /  https://t.co/oU9iHAVltA
