Fecha;Texto
2024-08-04T00:15:18.000Z;10-4-1 ANCAHUAL / JOSE ROCK CARMY RB-3 https://t.co/mP1AFzCIoV
2024-08-04T01:03:51.000Z;10-7 GUACOLDA / QUIDORA RB-6 https://t.co/VubPdibnMo
2024-08-04T03:28:53.000Z;10-3-4 AVENIDA JORGE ALESSANDRI / AVENIDA SANTA MARIA RX-5 https://t.co/7ZBKJgGQrn
2024-08-04T08:23:01.000Z;10-8 ANÍBAL PINTO / TRUMBULL B-3 https://t.co/ZPc39j9bsN
2024-08-04T17:46:56.000Z;10-0-1 CALLE 4 / PASAJE 10 Q-2, B-4, B-5 https://t.co/UghVzno2FA
2024-08-04T18:46:13.000Z;10-17-2 CALLE 8 / PASAJE 39 B-4 https://t.co/GxILS8dNCw
2024-08-04T21:32:01.000Z;10-8 LA VEGA / SANTIAGO B-9 https://t.co/PM4TRiiK8Z
2024-08-04T21:59:50.000Z;10-17-2 CALLE 13 / PASAJE 38 Q-2 https://t.co/xKfCg0HV8B
2024-08-04T22:32:31.000Z;10-17-2 COLÓN / MAIPU F-1 https://t.co/eEtiHHycdY
2024-08-04T22:47:06.000Z;10-4-1 MALAQUIAS CONCHA / AVENIDA LA MARINA RB-3, B-4 https://t.co/Ka60KmHyIN
2024-08-04T23:00:41.000Z;10-3-4 PUNTA CORRALILLO / AVENIDA SAN VICENTE RB-3 https://t.co/RqnwLzpGDQ
2024-08-04T23:47:09.000Z;10-7 CALLE 5 / CALLE 9 B-4 https://t.co/wZbEdHZjfo
