Fecha;Texto
2024-04-29T00:53:31.000Z;10-3-4 AVENIDA LAS GOLONDRINAS / SUECIA RX-5 https://t.co/gf3pyfaVCx
2024-04-29T01:23:51.000Z;10-7 LA VEGA / SAN JOSE B-9 https://t.co/gbMzkhG9Ey
2024-04-29T11:42:37.000Z;10-4-1 AVENIDA GRAN BRETAÑA / ALTURA INDURA RB-3, H-8, RX-5 https://t.co/VGlmkBkkJz
2024-04-29T13:02:54.000Z;10-4-2 JUAN GUILLERMO SOSA / AVENIDA COLON RX-5, RB-3, H-8 https://t.co/FOr9W3zpak
2024-04-29T17:24:05.000Z;10-17-2 LAS AZUCENAS / LAS AMAPOLAS B-5 https://t.co/yYrZ51wjqL
2024-04-29T18:19:41.000Z;10-9 MANUEL BARROS BORGOÑO / MANUEL GAETE H-4 https://t.co/PEa1px9633
2024-04-29T18:43:10.000Z;10-8 COLÓN / 2 ORIENTE B-9 https://t.co/h8fe30rKjB
2024-04-29T19:32:34.000Z;10-17-2 COLÓN / THOMSON B-3 https://t.co/iWl0a321j3
2024-04-29T21:38:07.000Z;10-9 PLAYA EL GALGO / CALETA COLIUMO RB-3 https://t.co/ZWkLLoMBcN
2024-04-29T21:42:38.000Z;10-6-1 LA VEGA / BALMACEDA B-9 https://t.co/QedbpSMaeG
