Fecha;Texto
2024-01-20T22:09:33.000Z;INCENDIO AISEN / COLCHAGUA B-5, Q-2, B-8, F-1, B-9, RB-5, H-4 https://t.co/3m6DWI1ifl
2024-01-20T22:04:53.000Z;SALE B-9 A 10-0-4 AISEN / COLCHAGUA https://t.co/3m6DWI1ifl
2024-01-20T22:01:03.000Z;10-0-4 AISEN / COLCHAGUA B-5, Q-2, B-8, F-1 https://t.co/3m6DWI1ifl
2024-01-20T15:49:17.000Z;10-9 AVENIDA BLANCO ENCALADA / CONSTITUCION BM-2 https://t.co/CGoyRcPmhj
2024-01-20T15:33:03.000Z;10-9 CONSTITUCION / AVENIDA BLANCO ENCALADA F-1 https://t.co/CGoyRcPmhj
2024-01-20T14:56:14.000Z;10-6-2 AVENIDA PARQUES DE CARRIEL / CONDOMINIO VALLE DE CACHAPOAL H-4, B-8 https://t.co/kgauAlyvZT
2024-01-20T09:07:37.000Z;10-8 PÉREZ GACITÚA / COLÓN H-8 https://t.co/vHFAyn0x4d
2024-01-20T06:22:56.000Z;SALE H-9 A 10-8 AVENIDA VASCO NÚÑEZ DE BALBOA / MANUEL GAETE https://t.co/QVR43Auj8z
2024-01-20T06:17:47.000Z;10-8 AVENIDA VASCO NÚÑEZ DE BALBOA / MANUEL GAETE B-9 https://t.co/QVR43Auj8z
2024-01-20T00:50:02.000Z;10-2-1 AVENIDA TUMBES / VALDIVIA F-1 https://t.co/ZaWJMNP5t7
2024-01-20T00:32:31.000Z;10-3-4 JAIME REPULLO / ARTEAGA ALEMPARTE RB-5 https://t.co/eoYlwrfN1H
