Fecha;Texto
2024-12-20T00:33:32.000Z;10-7 1 ORIENTE / 6 NORTE B-5 https://t.co/oSjPmzM9ZW
2024-12-20T00:37:20.000Z;SALE B-9 A 10-7 1 ORIENTE / 6 NORTE https://t.co/oSjPmzM9ZW
2024-12-20T12:02:13.000Z;10-3-4 VICUÑA MACKENNA / ECHEVERRIA RB-3 https://t.co/SprsE7VTHU
2024-12-20T13:37:36.000Z;10-4-1 VALDIVIA / ANIBAL PINTO RB-3, RH-1 https://t.co/JBIUEmPQan
2024-12-20T16:48:52.000Z;10-9 AV. DESIDERIO GARCÍA / ALTO HORNO B-8 https://t.co/EAGHXAlaBB
2024-12-20T16:54:33.000Z;10-0-1 CALETA EL SOLDADO / BAHIA DICHATO RH-1, B-11, B-7 https://t.co/8hV75ZCy6v
2024-12-20T20:28:26.000Z;10-3-4 BLANCO ENCALADA / ARTURO PRAT RB-3 https://t.co/kc7bNTdgG9
2024-12-20T21:01:36.000Z;10-12 A 10-0 COLLAO / CENTRAL BM-2 https://t.co/MhJN7lVHgq
2024-12-20T21:17:36.000Z;10-3-4 CALLE B / ESPACIO MARINA L-01 https://t.co/R3IVmESxOJ
2024-12-20T21:41:19.000Z;10-4-1 PASARELA INACAP AUTOPISTA CONCEPCIÓN-TALCAHUANO /  RB-3, H-9 https://t.co/iYq76E7trf
2024-12-20T21:45:13.000Z;SALE L-01 A 10-4-1 PASARELA INACAP AUTOPISTA CONCEPCIÓN-TALCAHUANO /  https://t.co/iYq76E7trf
