model,mae,rmse,r2,poisson_deviance,mase_vs_train_mean
gradient_boosting_absolute,2.5625107369302995,3.3515402057940893,-0.003435329124172659,1.8642286104509502,0.9870282432507459
tweedie_regressor,2.647916506935015,3.3705680805104645,-0.014861384062142546,1.8704744016962767,1.0199248496595892
poisson_regressor,2.657324704780819,3.3816002041873676,-0.021515692082230142,1.8795768222863758,1.0235487006187558
negative_binomial,2.6585683454356857,3.38460175419373,-0.023329916718155763,1.8770391274141847,1.0240277262997481
hist_gradient_boosting_poisson,2.675209922109042,3.5408362783515104,-0.1199850172852035,2.097770428866663,1.0304377311251338
