model,average_precision,brier,log_loss,ece_10,accuracy,precision,recall,f1,alert_rate,roc_auc
rf_isotonic,0.2505488249327666,0.17598555108980554,0.6707676878243379,0.08189565438025087,0.6437246963562753,0.21768707482993196,0.23357664233576642,0.22535211267605634,0.2380566801619433,0.544025384142127
rf_sigmoid,0.2249218745713335,0.17611298669062234,0.5372697533894036,0.07170205629092569,0.6283400809716599,0.1482889733840304,0.14233576642335766,0.1452513966480447,0.21295546558704453,0.5210319238627646
negative_binomial_derived_risk,0.29170642370294525,0.1819222893022606,0.5468897719440203,0.08896057197404512,0.5935222672064777,0.28810408921933084,0.5656934306569343,0.3817733990147783,0.43562753036437246,0.609637163234769
rf_raw,0.27290047312719695,0.19617944244731286,0.5805277833225609,0.14304958098609588,0.4445344129554656,0.24754901960784315,0.7372262773722628,0.3706422018348624,0.6607287449392713,0.57217238733983
