model,average_precision,brier,log_loss,ece_10,accuracy,precision,recall,f1,alert_rate,roc_auc
rf_sigmoid,0.2711400401502946,0.193976639693448,0.5804521791503218,0.057559092457768815,0.7216666666666667,0.2833333333333333,0.05519480519480519,0.09239130434782608,0.05,0.514028012346398
rf_isotonic,0.2697188408316094,0.1954632830051126,0.6133457722535032,0.06333308643531486,0.6975,0.2962962962962963,0.12987012987012986,0.18058690744920994,0.1125,0.5087047201677246
negative_binomial_derived_risk,0.3130303348667749,0.19673982447711408,0.5935497923767621,0.06984585988746465,0.6366666666666667,0.3251366120218579,0.38636363636363635,0.35311572700296734,0.305,0.5763969774619998
rf_raw,0.30513659896542084,0.20356330736079106,0.5966502950422654,0.09671135446982373,0.4791666666666667,0.2776998597475456,0.6428571428571429,0.3878550440744368,0.5941666666666666,0.5543976763147166
