model,average_precision,brier,log_loss,ece_10,accuracy,precision,recall,f1,alert_rate,roc_auc
negative_binomial_derived_risk,0.13650457914074576,0.05608958301621768,0.22680978399346716,0.024499404480820244,0.9383966244725739,0.4,0.027777777777777776,0.05194805194805195,0.004219409282700422,0.6609763402216232
rf_isotonic,0.09241051267446107,0.05700162433768658,0.2871635590808979,0.029608535581169132,0.9392405063291139,0.0,0.0,0.0,0.0,0.5662436358191075
rf_sigmoid,0.09358428654193998,0.05708025452874293,0.23383998626561867,0.028774192049251135,0.9392405063291139,0.0,0.0,0.0,0.0,0.5721523410202656
rf_raw,0.09423655686837197,0.0618307563655279,0.2416902122685048,0.04781675138531668,0.9172995780590717,0.19047619047619047,0.1111111111111111,0.14035087719298245,0.035443037974683546,0.622941000299491
