model,mae,rmse,r2,poisson_deviance,mase_vs_train_mean
tweedie_regressor,1.6630324457088876,2.2819983990536974,0.017214825466524974,1.2316479484963379,0.9988098484987384
poisson_regressor,1.6708971904013938,2.286784207919889,0.01308830722357901,1.240085894811815,1.0035333789837104
negative_binomial,1.6769052316263207,2.2888558587178247,0.011299364930559608,1.24664418111734,1.007141781670698
gradient_boosting_absolute,1.6962909390945247,2.3532885887045034,-0.04514922636228169,1.3463690458375248,1.0187847508679129
hist_gradient_boosting_poisson,1.7635197873384925,2.4195201068107686,-0.10480694789481237,1.4575412426382426,1.059162096422755
