model,average_precision,brier,log_loss,ece_10,accuracy,precision,recall,f1,alert_rate,roc_auc
rf_sigmoid,0.21328290103575273,0.17349450767090802,0.5318460126706349,0.060481496881965094,0.7850980392156863,0.0,0.0,0.0,0.0,0.5059575461035315
rf_isotonic,0.24115260631994184,0.17587415876242063,0.6413430631000151,0.08716477314160388,0.7772549019607843,0.391304347826087,0.06569343065693431,0.1125,0.03607843137254902,0.5206253600414184
negative_binomial_derived_risk,0.2894605381814722,0.17778820487613017,0.5415240039329986,0.07852822620307587,0.7521568627450981,0.3055555555555556,0.12043795620437957,0.17277486910994763,0.08470588235294117,0.6058430620474416
rf_raw,0.26177269632391864,0.19408346547194558,0.5761319320407366,0.14721325411484137,0.735686274509804,0.3179190751445087,0.20072992700729927,0.24608501118568232,0.13568627450980392,0.5665976359407017
