model,mae,rmse,r2,poisson_deviance,mase_vs_train_mean
gradient_boosting_absolute,2.637478679634388,3.4618176705765142,-0.021963443499957602,2.16914935641308,0.9977805700062421
tweedie_regressor,2.7008798997538235,3.45189598563146,-0.016113875405795675,2.1482573675305883,1.0217657896928827
poisson_regressor,2.7149964352686675,3.4658315214950006,-0.024334675818662443,2.1609980613203463,1.0271061948917095
negative_binomial,2.740868940852323,3.495420273206338,-0.04189938512129787,2.1788646390063198,1.036893983345919
hist_gradient_boosting_poisson,2.7784106564929543,3.6813161846565174,-0.15566835263362355,2.507386655486551,1.0510963330066616
