model,mae,rmse,r2,poisson_deviance,mase_vs_train_mean
tweedie_regressor,1.6600366339170776,2.3012768889733426,0.0005394016088206,1.2498696939419227,0.9970105773362128
poisson_regressor,1.6646360888694525,2.3064106566016553,-0.003924834480567574,1.2568191325348983,0.9997729894082155
negative_binomial,1.6658292753302508,2.3082055490989126,-0.005487989158929896,1.2590910437167917,1.000489611859699
gradient_boosting_absolute,1.6859099250497702,2.344570816644438,-0.03742004584471448,1.3390345861725141,1.0125499602647237
hist_gradient_boosting_poisson,1.7568263710860972,2.416397499509392,-0.10195708354026944,1.4430330191851783,1.0551420605598083
