model,average_precision,brier,log_loss,ece_10,accuracy,precision,recall,f1,alert_rate,roc_auc
rf_sigmoid,0.2711400401502946,0.193976639693448,0.5804521791503218,0.057559092457768815,0.7433333333333333,0.0,0.0,0.0,0.0,0.514028012346398
rf_isotonic,0.2697188408316094,0.1954632830051126,0.6133457722535032,0.06333308643531486,0.7416666666666667,0.375,0.00974025974025974,0.0189873417721519,0.006666666666666667,0.5087047201677246
negative_binomial_derived_risk,0.3130303348667749,0.19673982447711408,0.5935497923767621,0.06984585988746465,0.7333333333333333,0.40625,0.08441558441558442,0.13978494623655913,0.05333333333333334,0.5763969774619998
rf_raw,0.30513659896542084,0.20356330736079106,0.5966502950422654,0.09671135446982373,0.7075,0.3333333333333333,0.1396103896103896,0.19679633867276888,0.1075,0.5543976763147166
