model,mae,rmse,r2,poisson_deviance,mase_vs_train_mean
gradient_boosting_absolute,2.5827728765118105,3.3690043952355455,-0.013919966675558282,1.891556153005179,0.9948328170023462
tweedie_regressor,2.624236296915666,3.3332795675920774,0.007469181380108769,1.8456510257962784,1.0108037030597488
poisson_regressor,2.6282259593988133,3.3415439165093295,0.0025414281617118784,1.8525820402494073,1.0123404418117672
negative_binomial,2.6312075757435065,3.365858351240227,-0.01202721316027966,1.8817117008631459,1.0134889012115025
hist_gradient_boosting_poisson,2.6619569065446633,3.50566187426075,-0.09784384499786203,2.0595720027405124,1.02533293274058
