model,average_precision,brier,log_loss,ece_10,accuracy,precision,recall,f1,alert_rate,roc_auc
rf_sigmoid,0.21750711478141443,0.17709476453211423,0.5402280466099754,0.06776461125471424,0.6307692307692307,0.19256756756756757,0.20802919708029197,0.2,0.23967611336032388,0.4931488640938196
negative_binomial_derived_risk,0.2989351254406456,0.18051804694181514,0.5455708282825747,0.0733520255020417,0.6396761133603239,0.2878411910669975,0.4233576642335766,0.34268833087149186,0.3263157894736842,0.5965994971782738
rf_isotonic,0.23357067277253732,0.181080863567025,0.7688616639603062,0.06880521797055411,0.6348178137651822,0.2059800664451827,0.22627737226277372,0.21565217391304348,0.2437246963562753,0.49592121953257334
rf_raw,0.27418971964941385,0.198874081269438,0.5873365793612588,0.15240165433092862,0.4461538461538462,0.24438902743142144,0.7153284671532847,0.3643122676579926,0.6493927125506073,0.5582232619610047
