model,mae,rmse,r2,poisson_deviance,mase_vs_train_mean
tweedie_regressor,1.662249150012697,2.2110134899012666,0.07740582070344604,1.169006641985092,0.9983394046071231
poisson_regressor,1.672866653573084,2.2082686646473677,0.07969507668166309,1.170906033940443,1.0047162297556333
gradient_boosting_absolute,1.6827816788829193,2.318940624197913,-0.01486244854469887,1.3088014528497178,1.0106711496088996
hist_gradient_boosting_poisson,1.7661727644994079,2.40992948264116,-0.09606572015354908,1.4219787981036527,1.0607554626393927
negative_binomial,1.8162551220620304,2.5198396964128436,-0.1983226062350696,1.3078642759070358,1.090834702583662
