Fecha;Texto
2021-01-31T20:40:24.000Z;EMERGENCIA: 17:39 10-8 (LLAMADO NO CLASIFICADO), ANDACOLLO ALTURA DEL 533 , B-8
2021-01-31T19:00:20.000Z;EMERGENCIA: 15:59 10-3 (RESCATE DE PERSONA), LAGUNA SAN PEDRO ALTURA DEL 725, H-4 B-5
2021-01-29T19:38:51.000Z;16:38, SALE F-1 B-3  A ALARMA DE INCENDIO LOS NARANJOS / LAS MAGNOLIAS
2021-01-29T19:33:38.000Z;EMERGENCIA: 16:33 10-0 (LLAMADO ESTRUCTURAL), LOS NARANJOS / LAS MAGNOLIAS, B-4 B-5 B-7 B-8
2021-01-29T15:50:56.000Z;EMERGENCIA: 12:50 10-4 (RESCATE VEHICULAR), AVENIDA BLANCO ENCALADA / SAN MARTIN, RB-3 H-11
2021-01-29T04:54:20.000Z;1:53, SALE B-5 B-8  A 10-17 (INUNDACION) JAIME REPULLO ALTURA DEL 3545
2021-01-29T03:37:30.000Z;EMERGENCIA: 0:36 10-17 (INUNDACION), JAIME REPULLO ALTURA DEL 3545, H-4
2021-01-29T02:58:42.000Z;EMERGENCIA: 23:58 10-17 (VOLADURA DE TECHUMBRE), ANCAHUAL ALTURA DEL 787, RB-6
2021-01-28T22:45:29.000Z;EMERGENCIA: 19:44 10-4 (RESCATE VEHICULAR), JUAN GUILLERMO SOSA / VOLCAN CHOSHUENCO, B-5 H-8
2021-01-28T22:32:52.000Z;EMERGENCIA: 19:32 10-3 (RESCATE DE PERSONA), LAS AMAPOLAS / LAS HORTENSIAS, B-5
2021-01-28T15:22:10.000Z;12:21, SALE H-11  A 10-2 (LLAMADO DE PASTIZALES) CALETA PUERTO INGLES / CALETA EL SOLDADO
2021-01-28T15:19:26.000Z;EMERGENCIA: 12:18 10-2 (LLAMADO DE PASTIZALES), CALETA PUERTO INGLES / CALETA EL SOLDADO, F-1
2021-01-27T18:42:52.000Z;EMERGENCIA: 15:42 10-0 (LLAMADO ESTRUCTURAL), AVENIDA COLON / , Q-2 B-4 B-5 B-9
2021-01-27T17:36:20.000Z;EMERGENCIA: 14:35 10-2 (LLAMADO DE PASTIZALES), PLAYA PINGUERAL / PUNTA CAPITANES, F-1 F-7
2021-01-27T15:25:16.000Z;EMERGENCIA: 12:24 10-3 (RESCATE DE PERSONA), AVENIDA GOLONDRINAS  / , B-5 H-9
2021-01-26T23:00:44.000Z;EMERGENCIA: 20:00 10-8 (LLAMADO NO CLASIFICADO), AVENIDA COLON / TRES NORTE, B-9
2021-01-26T20:43:22.000Z;17:42, SALE F-6  A 10-2 (LLAMADO DE PASTIZALES) BAHIA MANSA / PASAJE PUNTA TUCAPEL
2021-01-26T20:27:09.000Z;17:26, SALE H-11  A 10-2 (LLAMADO DE PASTIZALES) BAHIA MANSA / PASAJE PUNTA TUCAPEL
2021-01-26T20:24:34.000Z;17:24, SALE F-1  A 10-2 (LLAMADO DE PASTIZALES) BAHIA MANSA / PASAJE PUNTA TUCAPEL
2021-01-26T20:20:52.000Z;EMERGENCIA: 17:20 10-2 (LLAMADO DE PASTIZALES), BAHIA MANSA / PASAJE PUNTA TUCAPEL, B-7
2021-01-26T18:23:38.000Z;EMERGENCIA: 15:23 10-3 (RESCATE DE PERSONA), MICHIMALONGO / BERGANTIN AGUILA, RB-3
2021-01-25T22:20:21.000Z;19:19, SALE B-3 B-4  A ALARMA DE INCENDIO LAS ALGAS / LAS ALBACORAS
2021-01-25T22:12:53.000Z;EMERGENCIA: 19:12 10-0 (LLAMADO ESTRUCTURAL), LAS ALGAS / LAS ALBACORAS, F-1 RB-6 H-8 H-11
2021-01-25T14:27:56.000Z;EMERGENCIA: 11:27 10-2 (LLAMADO DE PASTIZALES), MANUEL BAYON / ELEUTERIO RAMIREZ, H-8
2021-01-25T06:30:37.000Z;EMERGENCIA: 3:30 10-2 (LLAMADO DE PASTIZALES), MICHIMALONGO ALTURA DEL 3145, F-7
2021-01-24T15:48:12.000Z;EMERGENCIA: 12:47 10-3 (RESCATE DE PERSONA), SIMPSON ALTURA DEL 341, RB-3
2021-01-24T07:07:38.000Z;4:07, SALE F-6  A 10-2 (LLAMADO DE PASTIZALES) BAHIA DICHATO , CALETA EL SOLDADO,
2021-01-24T06:26:33.000Z;EMERGENCIA: 3:26 10-4 (RESCATE VEHICULAR), LA POMPEYA / CAMINO A TUMBES, RB-6 H-11
2021-01-23T21:18:50.000Z;EMERGENCIA: 18:18 10-2 (LLAMADO DE PASTIZALES), CENTINELA / AVENIDA TUMBES, F-6
2021-01-23T14:03:30.000Z;EMERGENCIA: 11:03 10-9 (OTROS SERVICIOS), 12 NORTE /  2 PONIENTE, B-9
2021-01-23T06:25:35.000Z;EMERGENCIA: 3:25 10-8 (LLAMADO NO CLASIFICADO), BAHIA DICHATO / PLAYA EL GALGO, RB-6
2021-01-23T03:03:26.000Z;EMERGENCIA: 0:02 10-4 (RESCATE VEHICULAR), CARRIEL SUR / CALLE DE SERVICIO RUTA 154, B-5 H-9
2021-01-22T23:55:05.000Z;EMERGENCIA: 20:54 10-4 (RESCATE VEHICULAR), SALIDA A OHIGGINS / SALIDA A AVENIDA IFARLE, B-5 H-9
2021-01-22T23:37:31.000Z;EMERGENCIA: 20:37 10-4 (RESCATE VEHICULAR), LOS ARAUCANOS / LOS PEHUENCHES, RB-3 H-4 RB-6
2021-01-22T23:28:53.000Z;20:28, SALE B-1  A 10-9 (OTROS SERVICIOS) TALCAHUANO / ESPAÑA
2021-01-22T23:12:55.000Z;20:12, SALE B-3  A 10-9 (OTROS SERVICIOS) TALCAHUANO / ESPAÑA
2021-01-22T23:10:09.000Z;EMERGENCIA: 20:09 10-9 (OTROS SERVICIOS), TALCAHUANO / ESPAÑA, H-11
2021-01-22T01:21:18.000Z;22:20, SALE F-6  A 10-2 (LLAMADO DE PASTIZALES) BAHIA MANSA ALTURA DEL 175
2021-01-22T01:16:04.000Z;EMERGENCIA: 22:15 10-2 (LLAMADO DE PASTIZALES), BAHIA MANSA ALTURA DEL 175, F-7
2021-01-22T00:54:24.000Z;EMERGENCIA: 21:53 10-3 (RESCATE DE PERSONA), 11 NORTE ALTURA DEL 175, B-5
2021-01-21T21:37:23.000Z;EMERGENCIA: 18:36 10-2 (LLAMADO DE PASTIZALES), JUAN ANTONIO RIOS / CEMENTERIO 2, H-11
2021-01-21T20:06:46.000Z;EMERGENCIA: 17:06 10-3 (RESCATE DE PERSONA), ACCESO A AVENIDA JORGE ALESSANDRI / ROTONDA EL TREBOL, B-5
2021-01-21T11:31:18.000Z;EMERGENCIA: 8:30 10-4 (RESCATE VEHICULAR), EJERCITO / LA MARINA, B-5 H-9
2021-01-21T02:22:05.000Z;EMERGENCIA: 23:21 10-3 (RESCATE DE PERSONA), PUENTE PERALES / AUTOPISTA CONCEPCION - TALCAHUANO, B-5
2021-01-21T00:49:04.000Z;EMERGENCIA: 21:48 10-8 (LLAMADO NO CLASIFICADO), JUAN DE LA CRUZ TAPIA / LAUTARO, H-11
2021-01-20T16:38:22.000Z;EMERGENCIA: 13:37 10-6 (ESCAPE DE GAS), GERMAN RIESCO / MANUEL DE SALAS, H-4
2021-01-20T01:21:21.000Z;EMERGENCIA: 22:20 10-2 (LLAMADO DE PASTIZALES), DIEGO PORTALES / BALMACEDA, F-1 BF-8 B-9
2021-01-19T23:25:18.000Z;EMERGENCIA: 20:24 10-2 (LLAMADO DE PASTIZALES), AUTOPISTA CONCEPCION TALCAHUANO / ANDRES BELLO , B-9
2021-01-19T23:16:27.000Z;EMERGENCIA: 20:16 10-2 (LLAMADO DE PASTIZALES), CENTINELA / AVENIDA TUMBES, F-6
2021-01-19T12:46:17.000Z;EMERGENCIA: 9:45 10-2 (LLAMADO DE PASTIZALES), CENTINELA 1 / MIRADOR DEL PACIFICO , F-6
2021-01-19T12:33:18.000Z;EMERGENCIA: 9:32 10-4 (RESCATE VEHICULAR), AVENIDA CRISTOBAL COLON / ACCESO A RUTA INTERPORTUARIA, RB-3 B-5 H-11
2021-01-19T02:18:37.000Z;EMERGENCIA: 23:18 10-12 (APOYO A OTRO CUERPO), RUTA DE LA MADERA: CONCEPCION - SANTA JUANA - COIHUE / INGENIERO ERNESTO PINTO LAGARRIGUE,
2021-01-19T00:47:32.000Z;EMERGENCIA: 21:47 10-2 (LLAMADO DE PASTIZALES), CAMINO CALETA EL SOLDADO / FARO ISLA QUIRIQUINA, F-6
2021-01-18T14:22:58.000Z;EMERGENCIA: 11:22 10-2 (LLAMADO DE PASTIZALES), IQUIQUE ALTURA DEL 3130, B-5 BF-8
2021-01-18T08:48:22.000Z;EMERGENCIA: 5:48 10-6 (ESCAPE DE GAS), AVENIDA COLON ALTURA DEL 3130, H-8
2021-01-18T06:43:31.000Z;EMERGENCIA: 3:43 10-8 (LLAMADO NO CLASIFICADO), VINICIO / ANTONIO DE LA FUENTE, B-8
2021-01-17T23:09:09.000Z;EMERGENCIA: 20:08 10-4 (RESCATE VEHICULAR), AVENIDA GRAN BRETAÑA / , B-5 B-9
2021-01-17T22:36:04.000Z;19:35, SALE F-1  A 10-2 (LLAMADO DE PASTIZALES) FUERTE BORGOÑO - CALETA TUMBES / MICHIMALONGO
2021-01-17T22:32:14.000Z;19:31, SALE F-6  A 10-2 (LLAMADO DE PASTIZALES) FUERTE BORGOÑO - CALETA TUMBES / MICHIMALONGO
2021-01-17T22:26:35.000Z;EMERGENCIA: 19:26 10-2 (LLAMADO DE PASTIZALES), FUERTE BORGOÑO - CALETA TUMBES / MICHIMALONGO, F-7
2021-01-16T19:17:26.000Z;EMERGENCIA: 16:17 10-3 (RESCATE DE PERSONA), MANUEL RODRIGUEZ / JORGE MONTT, B-5
2021-01-16T19:07:08.000Z;16:06, SALE F-1  A 10-2 (LLAMADO DE PASTIZALES) MANUEL RODRIGUEZ / JORGE MONTT
2021-01-16T18:55:39.000Z;EMERGENCIA: 15:55 10-2 (LLAMADO DE PASTIZALES), MANUEL RODRIGUEZ / JORGE MONTT, B-3
2021-01-16T02:53:44.000Z;EMERGENCIA: 23:53 10-4 (RESCATE VEHICULAR), AVENIDA GRAN BRETAÑA / ALGARROBOCAIDA S, H-8 RB-3
2021-01-16T02:06:38.000Z;EMERGENCIA: 23:06 10-4 (RESCATE VEHICULAR), AVENIDA GRAN BRETAÑA / GOLONDRINAS, B-5 H-9
2021-01-15T14:43:08.000Z;11:42, SALE Z-9  A  CENTINELA / MIRADOR DEL PACIFICO
2021-01-15T14:39:16.000Z;11:38, SALE B-3 B-4 BF-8  A  CENTINELA / MIRADOR DEL PACIFICO
2021-01-15T14:30:23.000Z;11:30, SALE H-11  A 10-2 (LLAMADO DE PASTIZALES) CENTINELA / MIRADOR DEL PACIFICO
2021-01-15T14:03:51.000Z;11:03, SALE F-7  A 10-2 (LLAMADO DE PASTIZALES) CENTINELA / MIRADOR DEL PACIFICO
2021-01-15T14:02:32.000Z;EMERGENCIA: 11:02 10-2 (LLAMADO DE PASTIZALES), CENTINELA / MIRADOR DEL PACIFICO, F-6
2021-01-15T11:41:26.000Z;EMERGENCIA: 8:41 10-8 (LLAMADO NO CLASIFICADO), BAHIA SAN VICENTE / BAHIA INGLESA, F-6
2021-01-14T21:54:45.000Z;18:54, SALE Z-6 BF-8  A 10-2 (LLAMADO DE PASTIZALES) PUNTA CARRIZAL / PLAYA PINGUERAL
2021-01-14T21:31:04.000Z;EMERGENCIA: 18:30 10-2 (LLAMADO DE PASTIZALES), PUNTA CARRIZAL / PLAYA PINGUERAL, F-6 F-7
2021-01-14T13:51:41.000Z;10:51, SALE H-11  A 10-6 (ESCAPE DE GAS) LAGUNA AVENDAÑO / LAGUNA DEL INCA
2021-01-14T13:45:09.000Z;10:44, SALE B-8  A 10-6 (ESCAPE DE GAS) LAGUNA AVENDAÑO / LAGUNA DEL INCA
2021-01-14T13:42:50.000Z;EMERGENCIA: 10:42 10-6 (ESCAPE DE GAS), LAGUNA AVENDAÑO / LAGUNA DEL INCA, H-9
2021-01-14T01:59:30.000Z;EMERGENCIA: 22:59 10-7 (ACCIDENTE ELECTRICO), FUERTE BORGOÑO - CALETA TUMBES / MICHIMALONGO, F-7
2021-01-14T00:05:20.000Z;EMERGENCIA: 21:05 10-2 (LLAMADO DE PASTIZALES), CERRO LA ANTENA  / , F-7
2021-01-13T22:31:39.000Z;EMERGENCIA: 19:31 10-4 (RESCATE VEHICULAR), PUENTE LAS BALLENAS / RIO ANDALIEN, H-4 B-5
2021-01-13T22:23:16.000Z;EMERGENCIA: 19:22 10-2 (LLAMADO DE PASTIZALES), CERRO LA ANTENA / LA POMPEYA, F-6
2021-01-13T20:03:34.000Z;17:03, SALE F-7  A 10-2 (LLAMADO DE PASTIZALES) CALETA EL MORRO  , PARTE ALTA ,
2021-01-13T19:45:48.000Z;EMERGENCIA: 16:45 10-2 (LLAMADO DE PASTIZALES), CALETA EL MORRO  / , F-1
2021-01-13T13:12:39.000Z;10:12, SALE B-3 BF-8  A 10-2 (LLAMADO DE PASTIZALES) PLAYA PINGUERAL / MIRADOR DEL PACIFICO
2021-01-13T13:06:41.000Z;EMERGENCIA: 10:06 10-2 (LLAMADO DE PASTIZALES), PLAYA PINGUERAL / MIRADOR DEL PACIFICO, B-7
2021-01-13T00:39:22.000Z;EMERGENCIA: 21:39 10-1 (LLAMADO VEHICULAR), LAS ALGAS ALTURA DEL 1669, RB-6
2021-01-12T22:07:36.000Z;EMERGENCIA: 19:07 10-4 (RESCATE VEHICULAR), AVENIDA GRAN BRETAÑA / ROTONDA, B-3 H-11
2021-01-12T15:38:12.000Z;12:37, SALE F-1  A 10-2 (LLAMADO DE PASTIZALES) PUNTA CARRIZAL / PLAYA PINGUERAL
2021-01-12T15:33:31.000Z;EMERGENCIA: 12:33 10-2 (LLAMADO DE PASTIZALES), PUNTA CARRIZAL / PLAYA PINGUERAL, F-6 F-7
2021-01-11T23:10:06.000Z;EMERGENCIA: 20:09 10-4 (RESCATE VEHICULAR), LAS ROSAS / BASILIO URRUTIA, H-4 B-5
2021-01-11T22:52:50.000Z;EMERGENCIA: 19:52 10-4 (RESCATE VEHICULAR), HUALPEN / AVENIDA CRISTOBAL COLON, B-3 B-5 H-11
2021-01-11T20:00:18.000Z;EMERGENCIA: 17:00 10-4 (RESCATE VEHICULAR), JUAN DE LA CRUZ TAPIA / ESPAÑA, B-3 RB-6 H-11
2021-01-10T21:18:53.000Z;EMERGENCIA: 18:18 10-4 (RESCATE VEHICULAR), SEIS PONIENTE / AVENIDA LAS GOLONDRINAS, B-3 B-5 H-9
2021-01-10T21:06:41.000Z;EMERGENCIA: 18:06 10-4 (RESCATE VEHICULAR), AVENIDA GRAN BRETAÑA / ROTONDA, RB-5 B-8
2021-01-10T17:23:48.000Z;EMERGENCIA: 14:23 10-6 (ESCAPE DE GAS), PLAYA PINGUERAL / PUNTA PEÑABLANCA, H-9
2021-01-09T22:28:28.000Z;EMERGENCIA: 19:28 10-3 (RESCATE DE PERSONA), SAN CARLOS / LOURDES, RB-5
2021-01-09T20:58:01.000Z;EMERGENCIA: 17:57 10-2 (LLAMADO DE PASTIZALES), EL TAMARINDO / AVENIDA ALTO HORNO, B-5
