Fecha;Texto
2020-10-31T16:22:59.000Z;EMERGENCIA: 13:22 10-3 (RESCATE DE PERSONA), GOMEZ CARREÑO / CALLE 3, B-5
2020-10-30T20:26:37.000Z;EMERGENCIA: 17:25 10-4 (RESCATE VEHICULAR), CLAUDIO GAY / JAIME REPULLO, RB-5 H-9
2020-10-30T14:38:46.000Z;EMERGENCIA: 11:37 10-6 (ESCAPE DE GAS), LAS ACACIAS / CARLOS DITTBORN, H-4 RB-5 H-8
2020-10-30T04:56:16.000Z;EMERGENCIA: 1:55 10-12 (APOYO A OTRO CUERPO), MARCELLA / CADIZ, Q-2
2020-10-28T22:10:34.000Z;EMERGENCIA: 19:09 10-4 (RESCATE VEHICULAR), LA SERENA ALTURA DEL 237, RB-3 RB-6 H-8
2020-10-28T19:08:27.000Z;EMERGENCIA: 16:07 10-3 (RESCATE DE PERSONA), CONTINUACION COLON ALTURA DEL 237, RB-5
2020-10-28T18:07:49.000Z;EMERGENCIA: 15:06 10-9 (OTROS SERVICIOS), EUDOCIO MILLAS ALTURA DEL 237, B-8
2020-10-27T22:10:25.000Z;EMERGENCIA: 19:09 10-3 (RESCATE DE PERSONA), AVENIDA COLON / ALMIRANTE NEFF, RB-5
2020-10-27T21:46:10.000Z;EMERGENCIA: 18:45 10-4 (RESCATE VEHICULAR), LAGO LLANQUIHUE / LAS HORTENSIAS, H-4 RB-5
2020-10-27T19:41:28.000Z;EMERGENCIA: 16:40 10-4 (RESCATE VEHICULAR), GOMEZ CARREÑO / JUAN GUILLERMO SOSA, H-4 RB-5
2020-10-26T04:08:33.000Z;EMERGENCIA: 1:07 10-8 (LLAMADO NO CLASIFICADO), IQUIQUE / AVENIDA CRISTOBAL COLON, B-8
2020-10-25T22:50:26.000Z;EMERGENCIA: 19:49 10-3 (RESCATE DE PERSONA), AVENIDA ALTO HORNO / AVENIDA GRAN BRETAÑA, RB-5
2020-10-25T18:29:18.000Z;EMERGENCIA: 15:28 10-6 (ESCAPE DE GAS), PARQUES DE CARRIEL / TIERRAS COLORADAS, H-9
2020-10-24T23:41:10.000Z;EMERGENCIA: 20:40 10-4 (RESCATE VEHICULAR), AVENIDA CRISTOBAL COLON / SIMON BOLIVAR, RB-5 H-8
2020-10-24T05:54:09.000Z;EMERGENCIA: 2:53 10-3 (RESCATE DE PERSONA), COLON / AGA, RB-5
2020-10-24T05:08:22.000Z;EMERGENCIA: 2:07 10-8 (LLAMADO NO CLASIFICADO), RIO ALLIPEN / RIO TINGUIRIRICA, B-5
2020-10-24T04:38:12.000Z;EMERGENCIA: 1:37 10-8 (LLAMADO NO CLASIFICADO), RIO PETROHUE / LAGO YELCHO, B-5
2020-10-24T00:28:52.000Z;EMERGENCIA: 21:28 10-2 (LLAMADO DE PASTIZALES), BAHIA MANSA / PUNTA CAPITANES, RB-6
2020-10-23T23:07:32.000Z;EMERGENCIA: 20:06 10-3 (RESCATE DE PERSONA), CABILDO / CHIMBARONGO, RB-5
2020-10-23T15:08:40.000Z;EMERGENCIA: 12:07 10-8 (LLAMADO NO CLASIFICADO), ORELLA / SAN JOSE, B-3
