Fecha;Texto
2020-07-31T23:47:53.000Z;EMERGENCIA: 19:46 10-8 (LLAMADO NO CLASIFICADO), VALDIVIA / SARGENTO ALDEA, B-7
2020-07-31T21:44:32.000Z;EMERGENCIA: 17:43 10-3 (RESCATE DE PERSONA), DOS PONIENTE / DOS NORTE, RB-5
2020-07-31T15:15:09.000Z;11:13, SALE Q-2  A 10-0 (LLAMADO ESTRUCTURAL) AVENIDA PEDRO MONTT / LAUTARO
2020-07-31T15:00:58.000Z;EMERGENCIA: 10:59 10-0 (LLAMADO ESTRUCTURAL), AVENIDA PEDRO MONTT / LAUTARO, F-1 B-3 F-7 H-11
2020-07-31T02:10:38.000Z;22:09, SALE B-8  A 10-6 (ESCAPE DE GAS) GUAYACAN ALTURA DEL 198
2020-07-31T02:07:17.000Z;EMERGENCIA: 22:06 10-6 (ESCAPE DE GAS), GUAYACAN ALTURA DEL 198, BF-8
2020-07-31T00:51:51.000Z;EMERGENCIA: 20:50 10-3 (RESCATE DE PERSONA), AVENIDA CRISTOBAL COLON / PUENTE PERALES, RB-5
2020-07-30T23:49:21.000Z;EMERGENCIA: 19:48 10-4 (RESCATE VEHICULAR), AVENIDA ALTO HORNO / LOS AROMOS, B-8 RB-3
2020-07-30T23:46:51.000Z;EMERGENCIA: 19:45 10-4 (RESCATE VEHICULAR), AVENIDA CRISTOBAL COLON / PUENTE PERALES, H-4 RB-5
2020-07-30T18:31:56.000Z;EMERGENCIA: 14:30 10-0 (LLAMADO ESTRUCTURAL), JOTABECHE ALTURA DEL 3616, Q-2 B-4 B-5 B-8
2020-07-30T01:13:28.000Z;EMERGENCIA: 21:12 10-9 (OTROS SERVICIOS), AVENIDA DESIDERIO GARCIA / AVENIDA ALTO HORNO, B-8
2020-07-29T23:48:48.000Z;EMERGENCIA: 19:47 10-0 (LLAMADO ESTRUCTURAL), MANUEL BAYON / ALDUNATE, Q-2 H-4 B-8
2020-07-29T22:01:17.000Z;EMERGENCIA: 18:00 10-6 (ESCAPE DE GAS), WENCESLAO VARGAS / MANUEL GAETE, B-8
2020-07-29T17:48:17.000Z;13:47, SALE H-4  A 10-4 (RESCATE VEHICULAR) LAS HORTENSIAS / LAS AMAPOLAS
2020-07-29T17:46:31.000Z;EMERGENCIA: 13:45 10-4 (RESCATE VEHICULAR), LAS HORTENSIAS / LAS AMAPOLAS, RB-5 B-8
2020-07-29T12:05:37.000Z;EMERGENCIA: 8:04 10-8 (LLAMADO NO CLASIFICADO), GABRIEL TORO / BILBAO, B-3
2020-07-29T06:08:41.000Z;EMERGENCIA: 2:07 10-8 (LLAMADO NO CLASIFICADO), CALETA LEANDRO ALTURA DEL 812, RB-6
2020-07-29T00:01:31.000Z;EMERGENCIA: 20:00 10-10 (REBROTE DE EMERGENCIA ANTERIOR), ENSENADA HUANQUINIRRE / BAHIA DICHATO, RB-6
2020-07-28T21:33:48.000Z;17:32, SALE Z-6  A 10-0 (LLAMADO ESTRUCTURAL) ENSENADA HUANQUINIRRE / BAHIA DICHATO
2020-07-28T21:27:55.000Z;17:26, SALE B-3 B-8  A 10-0 (LLAMADO ESTRUCTURAL) ENSENADA HUANQUINIRRE / BAHIA DICHATO
