Fecha;Texto
2023-03-31T23:00:04.000Z;ESTADO DE UNIDADES A LAS 20:00  DISPONIBLES: BR-01, F-1, BM-2, Q-2, B-3, RB-3, B-4, H-4, RH-4, X-4, B-5, RB-5, F-6, RB-6, Z-6, H-8, B-9, Z-9, B-11, H-11
2023-03-31T20:12:36.000Z;EMERGENCIA: 17:12 10-3 (RESCATE DE PERSONA), BULNES / SARGENTO ALDEA, RB-3
2023-03-31T19:21:54.000Z;16:21, SALE BR-01  A 10-1 (LLAMADO VEHICULAR) PLAYA EL PARRON / SAN VICENTE
2023-03-31T19:20:05.000Z;16:20, SALE B-7  A 10-1 (LLAMADO VEHICULAR) PLAYA EL PARRON / SAN VICENTE
2023-03-31T19:16:57.000Z;EMERGENCIA: 16:16 10-1 (LLAMADO VEHICULAR), PLAYA EL PARRON / SAN VICENTE, RB-6 H-11
2023-03-31T12:00:03.000Z;ESTADO DE UNIDADES A LAS 09:00  DISPONIBLES: BR-01, F-1, BM-2, Q-2, B-3, RB-3, B-4, H-4, RH-4, X-4, B-5, RB-5, F-6, RB-6, Z-6, B-7, F-7, H-8, B-9, Z-9, B-11, H-11
2023-03-31T10:35:20.000Z;EMERGENCIA: 7:35 10-4 (RESCATE VEHICULAR), AVENIDA BLANCO ENCALADA / BULNES, BR-01 RB-3
2023-03-31T00:24:01.000Z;EMERGENCIA: 21:24 10-3 (RESCATE DE PERSONA), AUTOP. CONCEPCIÓN - TALCAHUANO / INACAP,  TALCAHUANO, RB-5
2023-03-30T23:00:02.000Z;ESTADO DE UNIDADES A LAS 20:00  DISPONIBLES: BM-2, Q-2, B-3, RB-3, B-5, RB-5, F-6, RB-6, Z-6, B-9, Z-9
2023-03-30T17:26:26.000Z;EMERGENCIA: 14:26 10-9 (OTROS SERVICIOS), PJE. UNO 553 TALCAHUANO ALTURA DEL 597,  4260211 CONCEPCION, RB-6
2023-03-30T16:45:36.000Z;EMERGENCIA: 13:45 10-6 (ESCAPE DE GAS), LA VEGA ALTURA DEL 597, B-9
2023-03-30T13:58:13.000Z;EMERGENCIA: 10:58 10-0 (LLAMADO ESTRUCTURAL), BENAVENTE / OHIGGINS, BR-01 B-3 B-7
2023-03-30T12:00:03.000Z;ESTADO DE UNIDADES A LAS 09:00  DISPONIBLES: BR-01, F-1, BM-2, Q-2, B-5, F-6, RB-6, Z-6, B-7, F-7, H-8, B-9, Z-9, B-11, H-11
2023-03-30T10:19:15.000Z;7:19, SALE H-8  A 10-2 (LLAMADO DE PASTIZALES) AVENIDA COLON / PUENTE PERALES
2023-03-30T09:53:15.000Z;6:53, SALE B-5  A 10-2 (LLAMADO DE PASTIZALES) AVENIDA COLON / PUENTE PERALES
2023-03-30T09:50:33.000Z;EMERGENCIA: 6:50 10-2 (LLAMADO DE PASTIZALES), AVENIDA COLON / PUENTE PERALES, B-4
2023-03-30T05:56:42.000Z;EMERGENCIA: 2:56 10-2 (LLAMADO DE PASTIZALES), AVENIDA COLON / PUENTE PERALES, B-4
2023-03-29T23:00:01.000Z;ESTADO DE UNIDADES A LAS 20:00  DISPONIBLES: BR-01, F-1, K-1, BM-2, Q-2, B-3, K-2, RB-3, B-4, H-4, RH-4, X-4, B-5, B-11, H-11
2023-03-29T20:05:13.000Z;EMERGENCIA: 17:05 10-3 (RESCATE DE PERSONA), LOS PENSAMIENTOS / LAS AZUCENAS, B-5
2023-03-29T18:21:47.000Z;EMERGENCIA: 15:21 10-2 (LLAMADO DE PASTIZALES), PUENTE LAS BALLENAS / RIO ANDALIEN, F-1
