Fecha;Texto
2020-04-30T23:57:31.000Z;EMERGENCIA: 19:56 10-4 (RESCATE VEHICULAR), AVENIDA TUMBES / BELLAVISTA, RB-3 RB-6
2020-04-30T16:31:16.000Z;EMERGENCIA: 12:29 10-4 (RESCATE VEHICULAR), MANUEL MONTT / AVENIDA CRISTOBAL COLON, H-8 RB-3
2020-04-29T15:39:26.000Z;EMERGENCIA: 11:37 10-6 (ESCAPE DE GAS), CALETA LOS PLACERES ALTURA DEL 725, H-11
2020-04-29T13:50:03.000Z;EMERGENCIA: 9:48 10-4 (RESCATE VEHICULAR), AVENIDA GRAN BRETAÑA / COSTANERA, B-4 RB-5
2020-04-26T17:41:08.000Z;EMERGENCIA: 13:39 10-3 (RESCATE DE PERSONA), MERINO JARPA / MANUEL BAYON, RB-3
2020-04-26T16:09:31.000Z;EMERGENCIA: 12:08 10-6 (ESCAPE DE GAS), LA LIGUA ALTURA DEL 7382, H-9
2020-04-25T18:04:22.000Z;14:02, SALE X-4 EN APOYO A  SAN JUAN ALTURA DEL 47
2020-04-25T17:59:32.000Z;13:58, SALE Q-2 B-4 B-5 RB-5 Z-6 H-8 EN APOYO A  SAN JUAN ALTURA DEL 47
2020-04-25T17:46:05.000Z;EMERGENCIA: 13:44 10-0 (LLAMADO ESTRUCTURAL), SAN JUAN ALTURA DEL 47, BR-01 RB-6 B-7 H-11
2020-04-25T13:42:42.000Z;EMERGENCIA: 9:41 10-4 (RESCATE VEHICULAR), AVENIDA GRAN BRETAÑA / COSTANERA, RB-5 B-9
2020-04-23T19:28:12.000Z;EMERGENCIA: 15:26 10-4 (RESCATE VEHICULAR), JUAN GUILLERMO SOSA / CALLE 4, B-4 RB-5
2020-04-23T14:17:25.000Z;EMERGENCIA: 10:16 10-9 (OTROS SERVICIOS), LOS ARAUCANOS / CAMINO A TUMBES, H-11
2020-04-23T12:43:13.000Z;EMERGENCIA: 8:41 10-4 (RESCATE VEHICULAR), RUTA INTERPORTUARIA / ACCESO A RUTA INTERPORTUARIA, B-3 H-11
2020-04-23T12:30:33.000Z;8:29, SALE Z-9 EN APOYO A  PTO. AGUIRRE / LICATÉN
2020-04-23T12:23:46.000Z;EMERGENCIA: 8:22 10-0 (LLAMADO ESTRUCTURAL), PTO. AGUIRRE / LICATÉN, Q-2 B-5 H-8 B-9
2020-04-22T01:06:28.000Z;EMERGENCIA: 21:05 10-4 (RESCATE VEHICULAR), AVENIDA GRAN BRETAÑA / ALGARROBO, H-4 RB-5
2020-04-21T22:14:54.000Z;EMERGENCIA: 18:13 10-3 (RESCATE DE PERSONA), LAGO LANALHUE ALTURA DEL 5466, RB-5
2020-04-21T15:42:02.000Z;EMERGENCIA: 11:40 10-6 (ESCAPE DE GAS), THOMSON ALTURA DEL 386, H-11
2020-04-21T12:34:30.000Z;EMERGENCIA: 8:33 10-3 (RESCATE DE PERSONA), AUTOPISTA CONCEPCION - TALCAHUANO / CALLE DE SERVICIO RUTA 154, RB-5
2020-04-20T22:36:25.000Z;EMERGENCIA: 18:35 10-4 (RESCATE VEHICULAR), IQUIQUE / AVENIDA CRISTOBAL COLON, RB-3 H-8
2020-04-20T21:56:04.000Z;EMERGENCIA: 17:54 10-6 (ESCAPE DE GAS), PLAYA PINGUERAL / PUNTA PEÑABLANCA, H-11
2020-04-20T20:52:32.000Z;EMERGENCIA: 16:51 10-4 (RESCATE VEHICULAR), GOMEZ CARREÑO / MONSEÑOR ALARCON, B-4 B-5
2020-04-20T16:13:30.000Z;EMERGENCIA: 12:12 10-0 (LLAMADO ESTRUCTURAL), CALLE J / , RH-2 B-4 B-5 B-9
2020-04-20T04:39:53.000Z;EMERGENCIA: 0:38 10-0 (LLAMADO ESTRUCTURAL), LOS ALBATROS ALTURA DEL 1672, B-3 RB-6 B-7
2020-04-18T23:01:54.000Z;19:00, SALE B-9 EN APOYO A  AVENIDA CRISTOBAL COLON / MONSEÑOR ALARCON
2020-04-18T23:00:21.000Z;EMERGENCIA: 18:59 10-4 (RESCATE VEHICULAR), AVENIDA CRISTOBAL COLON / MONSEÑOR ALARCON, B-4 RB-5
2020-04-18T07:22:51.000Z;EMERGENCIA: 3:21 10-0 (LLAMADO ESTRUCTURAL), AVENIDA PEDRO MONTT ALTURA DEL 450, BR-01 B-3 X-4 B-7 H-11
2020-04-16T04:36:27.000Z;EMERGENCIA: 0:35 10-2 (LLAMADO DE PASTIZALES), CURACO ALTURA DEL 559, F-6
2020-04-15T22:58:55.000Z;EMERGENCIA: 18:57 10-0 (LLAMADO ESTRUCTURAL), LICANTEN ALTURA DEL 7210, Q-2 B-4 B-5 B-9
2020-04-15T05:00:50.000Z;EMERGENCIA: 0:59 10-6 (ESCAPE DE GAS), VOLCAN MIÑO ALTURA DEL 334, H-4
2020-04-14T15:18:09.000Z;EMERGENCIA: 11:16 10-2 (LLAMADO DE PASTIZALES), CARLOS DITTBORN / ALTO HORNO , H-8
2020-04-14T12:08:49.000Z;EMERGENCIA: 8:07 10-3 (RESCATE DE PERSONA), AVENIDA GRAN BRETAÑA ALTURA DEL 7200, RB-5
