Fecha;Texto
2021-02-28T19:58:57.000Z;16:57, SALE B-5  A 10-4 (RESCATE VEHICULAR) SUBIDA LA GLORIA / ALMIRANTE LATORRE
2021-02-28T19:57:24.000Z;EMERGENCIA: 16:56 10-4 (RESCATE VEHICULAR), SUBIDA LA GLORIA / ALMIRANTE LATORRE, RB-3 RB-6
2021-02-28T19:51:29.000Z;16:50, SALE B-4  A 10-4 (RESCATE VEHICULAR) AVENIDA JUAN ANTONIO RIOS / JUAN ANTONIO RIOS
2021-02-28T19:30:01.000Z;16:29, SALE B-5  A 10-4 (RESCATE VEHICULAR) AVENIDA JUAN ANTONIO RIOS / JUAN ANTONIO RIOS
2021-02-28T19:28:01.000Z;EMERGENCIA: 16:27 10-4 (RESCATE VEHICULAR), AVENIDA JUAN ANTONIO RIOS / JUAN ANTONIO RIOS, RB-3 H-8
2021-02-28T18:06:09.000Z;15:05, SALE B-4  A 10-6 (ESCAPE DE GAS) ANTONIO DE LA FUENTE / HUALPEN
2021-02-28T18:02:01.000Z;EMERGENCIA: 15:01 10-6 (ESCAPE DE GAS), ANTONIO DE LA FUENTE / HUALPEN, H-8
2021-02-27T22:32:58.000Z;EMERGENCIA: 19:32 10-4 (RESCATE VEHICULAR), VALDIVIA / A COLON, B-1 RB-3
2021-02-27T13:05:36.000Z;EMERGENCIA: 10:04 10-8 (LLAMADO NO CLASIFICADO), IQUIQUE / SANTA ROSA, RB-6
2021-02-27T09:39:21.000Z;EMERGENCIA: 6:38 10-8 (LLAMADO NO CLASIFICADO), BILBAO / CAUPOLICAN, F-1
2021-02-27T03:04:46.000Z;EMERGENCIA: 0:03 10-8 (LLAMADO NO CLASIFICADO), AVENIDA GRAN BRETAÑA / ROTONDA CEMENTOS BIOBIO, B-8
2021-02-26T21:07:40.000Z;18:06, SALE B-4  A 10-4 (RESCATE VEHICULAR) AVENIDA LAS GOLONDRINAS / DOS PONIENTE
2021-02-26T21:05:25.000Z;EMERGENCIA: 18:04 10-4 (RESCATE VEHICULAR), AVENIDA LAS GOLONDRINAS / DOS PONIENTE, B-5 H-9
2021-02-26T18:05:11.000Z;15:04, SALE B-11  A 10-2 (LLAMADO DE PASTIZALES) AVENIDA GRAN BRETAÑA / CEMENTOS BIOBIO
2021-02-26T17:44:22.000Z;EMERGENCIA: 14:43 10-2 (LLAMADO DE PASTIZALES), AVENIDA GRAN BRETAÑA / CEMENTOS BIOBIO, B-8
2021-02-25T17:34:31.000Z;EMERGENCIA: 14:33 10-3 (RESCATE DE PERSONA), CUATRO SUR ALTURA DEL 602, B-5
2021-02-24T17:03:29.000Z;14:02, SALE B-5  A 10-3 (RESCATE DE PERSONA) ISLA DE PASCUA / ISLA ATILIO
2021-02-24T17:00:56.000Z;EMERGENCIA: 14:00 10-3 (RESCATE DE PERSONA), ISLA DE PASCUA / ISLA ATILIO, RB-3
2021-02-24T13:17:13.000Z;10:16, SALE B-5  A 10-3 (RESCATE DE PERSONA) TIERRAS COLORADAS / JARDIN DE LOS CARMINES
2021-02-24T13:13:20.000Z;EMERGENCIA: 10:12 10-3 (RESCATE DE PERSONA), TIERRAS COLORADAS / JARDIN DE LOS CARMINES, B-9
2021-02-24T00:35:56.000Z;EMERGENCIA: 21:35 10-4 (RESCATE VEHICULAR), JUAN GUILLERMO SOSA ALTURA DEL 9000, B-5 H-9
2021-02-23T22:29:14.000Z;19:28, SALE H-9  A 10-4 (RESCATE VEHICULAR) LOS DAMASCOS ALTURA DEL 9000
2021-02-23T22:25:49.000Z;19:24, SALE RB-3  A 10-4 (RESCATE VEHICULAR) LOS DAMASCOS ALTURA DEL 9000
2021-02-23T22:23:45.000Z;EMERGENCIA: 19:22 10-4 (RESCATE VEHICULAR), LOS DAMASCOS ALTURA DEL 9000, RB-6 H-8
2021-02-23T22:18:20.000Z;EMERGENCIA: 19:17 10-4 (RESCATE VEHICULAR), ALMIRANTE NEFF ALTURA DEL 9000, B-4 B-5
2021-02-23T17:31:15.000Z;EMERGENCIA: 14:30 10-4 (RESCATE VEHICULAR), COLON 9000 ALTURA DEL 9000, B-4 B-5
2021-02-22T17:04:14.000Z;14:03, SALE B-5  A 10-4 (RESCATE VEHICULAR) JUAN DE LA CRUZ TAPIA / COLOMBIA
2021-02-22T17:00:46.000Z;13:59, SALE H-9  A 10-4 (RESCATE VEHICULAR) JUAN DE LA CRUZ TAPIA / COLOMBIA
2021-02-22T16:59:42.000Z;13:58, SALE B-4  A 10-4 (RESCATE VEHICULAR) JUAN DE LA CRUZ TAPIA / COLOMBIA
