Fecha;Texto
2024-02-29T22:07:12.000Z;10-9 RÍO PAINE / LAS MARGARITAS B-5 https://t.co/Iqwf5xT0ya
2024-02-29T13:06:20.000Z;10-2-1 ALCATRAZ / EL PIDEN F-6 https://t.co/21KACaYos5
2024-02-29T11:30:48.000Z;10-8 LA MARINA / AVENIDA CONCEPCION B-9 https://t.co/Tc2L4GSlVq
2024-02-29T02:57:25.000Z;10-4-1 LAS HORTENSIAS / EL CIPRES RB-5, B-4 https://t.co/zOlnKv8Yrg
2024-02-28T23:34:03.000Z;10-4-1 AVENIDA VASCO NÚÑEZ DE BALBOA / C. 13 RB-5, RH-2 https://t.co/HJa3Pn3JW1
2024-02-28T23:21:35.000Z;10-4-1 GRAN BRETAÑA / CALLE 1 RB-3, RB-6 https://t.co/RQuz0nFTe2
2024-02-28T22:27:08.000Z;SALE RB-6 A 10-3-10 ALGARROBO / GRAN BRETAÑA https://t.co/gqdij8pQfk
2024-02-28T22:24:24.000Z;SALE RH-2 A 10-3-10 ALGARROBO / GRAN BRETAÑA https://t.co/gqdij8pQfk
2024-02-28T22:21:39.000Z;10-3-10 ALGARROBO / GRAN BRETAÑA RB-3 https://t.co/gqdij8pQfk
2024-02-28T17:40:03.000Z;10-0-1 8 PONIENTE / EJERCITO Q-2, B-9, B-5 https://t.co/fbXRyMcIdW
2024-02-28T14:40:25.000Z;10-9 BALMACEDA / THOMSON B-3 https://t.co/Y9218z7viV
2024-02-27T18:12:44.000Z;10-4-1 LA MARINA / MALAQUIAS CONCHA RB-3, BR-01 https://t.co/itaDglObBO
2024-02-27T01:46:41.000Z;10-6-1 EL QUILQUIL / EL CHEQUEN H-4 https://t.co/57ax2lUy7z
2024-02-27T00:18:22.000Z;10-9 SANTA INÉS / RIO NUBLE RB-5 https://t.co/ishYy5Hvdp
2024-02-26T19:32:32.000Z;10-9 CANELO / LOS AROMOS B-8 https://t.co/PAF10j5qWA
2024-02-26T18:18:03.000Z;10-4-1 AUTOPISTA CONCEPCION - TALCAHUANO / JAIME REPULLO RB-5, B-9 https://t.co/GvPyzFeCMp
2024-02-26T01:13:31.000Z;10-2-1 TOME / VENEZUELA B-3, B-3 https://t.co/umGY1Vmtw3
2024-02-26T00:29:41.000Z;10-2-1 LOS DELFINES / LOS CALAMARES B-3 https://t.co/C1sleneq9r
2024-02-25T10:15:19.000Z;10-8 AVENIDA BLANCO ENCALADA / MAIPU BR-01 https://t.co/ETLnNOIA3b
2024-02-25T09:39:38.000Z;10-4-1 RUTA INTERPORTUARIA / AVENIDA COLON B-3, BR-01 https://t.co/FKQyouPhWP
2024-02-24T17:22:03.000Z;10-4-2 GRAN BRETAÑA / ISLA SANTA MARIA RB-5, RB-6, B-8 https://t.co/RYSnKuMmpV
2024-02-24T17:21:02.000Z;10-12 A 10-0 AVENIDA LOS CARRERA / OBISPO HIPÓLITO SALAS BM-2 https://t.co/TLAG4QBTL8
2024-02-24T08:38:48.000Z;10-4-1 AVENIDA COLON / SERRANO BR-01, B-3 https://t.co/Mz8Fk2iPK4
2024-02-24T04:07:20.000Z;10-0-1 HIGUERAS / IQUIQUE B-8, B-5, BR-01 https://t.co/Sm1eWqRBft
2024-02-23T04:09:56.000Z;10-3-1 VOLCÁN CARRAN / VOLCAN HUDSON B-4 https://t.co/A0cqugD1qp
2024-02-22T12:48:03.000Z;10-4-1 BLANCO ENCALADA / MAIPÚ RB-3, BR-01 https://t.co/VxprWGS12V
2024-02-22T12:28:31.000Z;10-4-1 COLÓN / VALDIVIA RB-3, BR-01 https://t.co/QZsgN126Nu
2024-02-22T10:49:44.000Z;10-4-1 AVENIDA LAS GOLONDRINAS / 2 PONIENTE RB-5, B-9 https://t.co/Gh6GhGBA5d
2024-02-21T22:58:17.000Z;10-12 A 10-3 LAS HERAS / LAUTARO RH-2 https://t.co/2xVwB2LbM5
2024-02-21T19:52:01.000Z;10-9 LA VEGA / BALMACEDA B-9 https://t.co/KB0mlYBcCw
2024-02-21T11:10:54.000Z;10-4-2 PASARELA INACAP AUTOPISTA CONCEPCIÓN-TALCAHUANO /  RB-5, RB-3, B-9 https://t.co/iYq76E7trf
2024-02-21T00:35:08.000Z;10-9 LAGO LLANQUIHUE / LAGO CALAFQUEN B-5 https://t.co/1Z64QpOOrI
2024-02-20T22:39:10.000Z;10-0-5 AVENIDA JUAN ANTONIO RIOS / AVENIDA LA MARINA H-11, H-8, B-3, X-4, BR-01 https://t.co/wB847zQhqJ
2024-02-20T15:23:25.000Z;10-3-4 VALDIVIA / AVENIDA COLON RB-3 https://t.co/xq8fuwe1TB
2024-02-19T21:00:46.000Z;10-2-1 AVENIDA LA MARINA / MALAQUIAS CONCHA B-3 https://t.co/UMM6YRimxi
2024-02-19T13:36:55.000Z;10-0-1 5 PONIENTE / AVENIDA TALCAHUANO Q-2, B-9, B-5 https://t.co/lQ6ZdUrKSy
2024-02-19T03:24:19.000Z;10-8 ALMIRANTE VILLARROEL / FRENTE GOBERNACION MARITIMA BR-01 https://t.co/Yt1zNFyZ0T
2024-02-19T00:01:39.000Z;SALE F-7 A 10-2-2 CALLE UNO / CAMINO CALETA EL SOLDADO https://t.co/oH28z7jKxK
2024-02-18T23:41:11.000Z;10-2-2 CALLE UNO / CAMINO CALETA EL SOLDADO F-1, F-8 https://t.co/oH28z7jKxK
2024-02-18T17:00:22.000Z;10-9 BAHÍA INGLESA / AVENIDA SAN VICENTE F-6 https://t.co/52YfQ7tYDN
2024-02-18T03:29:53.000Z;SALE B-4 A 10-0-4 AVENIDA ALTO HORNO / ISLA MOCHA https://t.co/Bmr82kYwz0
2024-02-18T03:28:34.000Z;10-0-4 AVENIDA ALTO HORNO / ISLA MOCHA B-8, B-3, BR-01 https://t.co/Bmr82kYwz0
2024-02-17T21:18:19.000Z;10-4-1 AMÉRICO VESPUCIO / CALLE DE SERVICIO O\'HIGGINS RB-5, B-9 https://t.co/CLf5RR7dvh
2024-02-17T02:16:32.000Z;10-4-1 DANIEL PAINE / AVENIDA ALTO HORNO RB-5, B-8 https://t.co/55Y2zly4VS
2024-02-16T23:13:04.000Z;10-2-1 ANTINAO / ANTINAO BAJO F-7 https://t.co/lBMazFzuKT
2024-02-16T23:08:14.000Z;10-3-4 AUTOPISTA CONCEPCIÓN-TALCAHUANO ALTURA MALL PLAZA EL TRÉBOL /  RB-5 https://t.co/sqQMPuTfOI
2024-02-16T22:42:13.000Z;10-4-1 ROTONDA HUACHIPATO /  RB-3, B-8, RB-5 https://t.co/heSfGBbNeZ
2024-02-16T05:15:04.000Z;10-8 FEDERICO ELTON / VICTOR DOMINGO SILVA B-8 https://t.co/pKKj1b2JsJ
2024-02-16T02:14:03.000Z;10-0-1 AVENIDA ALTO HORNO / HUALPEN Q-2, B-8, BR-01 https://t.co/RKPCa0vmeG
2024-02-16T00:10:54.000Z;SALE H-8 A 10-9 PASAJE UNO / CALLE NUEVA https://t.co/katyCxkMkc
2024-02-16T00:06:04.000Z;10-9 PASAJE UNO / CALLE NUEVA B-8 https://t.co/katyCxkMkc
2024-02-15T17:24:59.000Z;10-3-4 AUTOPISTA CONCEPCIÓN-TALCAHUANO ALTURA MALL PLAZA EL TRÉBOL /  RB-5 https://t.co/sqQMPuTfOI
2024-02-15T13:32:41.000Z;SALE RB-3 A 10-4-1 LAS HORTENSIAS / LAS AMAPOLAS https://t.co/1KW3a7nv1b
2024-02-15T13:22:47.000Z;10-4-1 LAS HORTENSIAS / LAS AMAPOLAS RB-5, H-8 https://t.co/1KW3a7nv1b
2024-02-15T12:00:28.000Z;10-9 JUAN DE LA CRUZ TAPIA / PASAJE TRES B-11 https://t.co/prp8w5IGfc
2024-02-14T15:51:28.000Z;10-4-1 GRAN BRETAÑA / AVENIDA COSTANERA RB-5, B-9, RB-3 https://t.co/fXLnp1Vagb
2024-02-14T04:22:50.000Z;SALE B-5 A 10-12 A 10-0 CAUTÍN / TRAIGUÉN https://t.co/Ga81AFN764
2024-02-14T04:19:46.000Z;10-12 A 10-0 CAUTÍN / TRAIGUÉN Q-2, B-9 https://t.co/Ga81AFN764
2024-02-11T03:44:06.000Z;10-6-1 APPLEGATH / VICTOR DOMINGO SILVA H-8 https://t.co/KJloXYOY2w
2024-02-10T05:32:35.000Z;SALE Z-6 A 10-2-1 AVENIDA GRAN BRETANA / AVENIDA ROCOTO https://t.co/SkRcOVxJ6v
2024-02-10T05:09:29.000Z;10-2-1 AVENIDA GRAN BRETANA / AVENIDA ROCOTO F-8 https://t.co/SkRcOVxJ6v
2024-02-10T00:38:58.000Z;10-8 AVENIDA COLON / 17 NORTE B-9 https://t.co/tuLQdlHi8T
2024-02-09T21:27:43.000Z;10-3-1 AVENIDA BLANCO ENCALADA / ARTURO PRAT BR-01 https://t.co/3HKF2lCqrf
2024-02-09T21:01:49.000Z;SALE Z-9 A 10-2-1 AVENIDA ROCOTO / AVENIDA GRAN BRETANA https://t.co/5MXGsBrga3
2024-02-09T20:30:42.000Z;10-2-1 AVENIDA ROCOTO / AVENIDA GRAN BRETANA F-8 https://t.co/5MXGsBrga3
2024-02-09T13:50:05.000Z;SALE B-3 A 10-2-2 EL MORRO / CHACABUCO https://t.co/lOfULE9jUE
2024-02-09T13:49:04.000Z;10-2-2 EL MORRO / CHACABUCO F-8, RB-3 https://t.co/lOfULE9jUE
