category;family;feature_count;features;oof_mae;fold_mae_std;selected
N_RESCATE_PERS;gradient_boosting;20;VIENTO_KURT|VIENTO_MEDIO_lag_1|HUM_MEDIA_lag_1|HUM_SKEW|TEMP_KURT|TEMP_MEDIA|VIENTO_SKEW|HUM_KURT|VIENTO_MEDIO|TEMP_SKEW|TEMP_MAX|HUM_MEDIA|TEMP_MIN|LLUVIA_LAG_10D|VIENTO_MAX|LLUVIA_LAG_3D|LLUVIA_DESV_7D_PREV|HUM_MIN|LLUVIA_PROMEDIO_30D_PREV|LLUVIA_TOTAL_30D_PREV;0.831645170246934;0.10136491428705892;False
N_RESCATE_PERS;gradient_boosting;25;VIENTO_KURT|VIENTO_MEDIO_lag_1|HUM_MEDIA_lag_1|HUM_SKEW|TEMP_KURT|TEMP_MEDIA|VIENTO_SKEW|HUM_KURT|VIENTO_MEDIO|TEMP_SKEW|TEMP_MAX|HUM_MEDIA|TEMP_MIN|LLUVIA_LAG_10D|VIENTO_MAX|LLUVIA_LAG_3D|LLUVIA_DESV_7D_PREV|HUM_MIN|LLUVIA_PROMEDIO_30D_PREV|LLUVIA_TOTAL_30D_PREV|LLUVIA_DESV_30D_PREV|HUM_MAX|LLUVIA_LAG_14D|LLUVIA_DESV_14D_PREV|LLUVIA_LAG_1D;0.8401581950356345;0.0911031970621461;False
N_RESCATE_PERS;gradient_boosting;31;VIENTO_KURT|VIENTO_MEDIO_lag_1|HUM_MEDIA_lag_1|HUM_SKEW|TEMP_KURT|TEMP_MEDIA|VIENTO_SKEW|HUM_KURT|VIENTO_MEDIO|TEMP_SKEW|TEMP_MAX|HUM_MEDIA|TEMP_MIN|LLUVIA_LAG_10D|VIENTO_MAX|LLUVIA_LAG_3D|LLUVIA_DESV_7D_PREV|HUM_MIN|LLUVIA_PROMEDIO_30D_PREV|LLUVIA_TOTAL_30D_PREV|LLUVIA_DESV_30D_PREV|HUM_MAX|LLUVIA_LAG_14D|LLUVIA_DESV_14D_PREV|LLUVIA_LAG_1D|DIAS_SECOS_30D_PREV|LLUVIA_LAG_2D|LLUVIA|LLUVIA_MAX_7D_PREV|LLUVIA_PROMEDIO_3D_PREV|LLUVIA_TOTAL_3D_PREV;0.8337601044190931;0.09323369631279244;False
N_RESCATE_PERS;hist_poisson;5;VIENTO_KURT|VIENTO_MEDIO_lag_1|HUM_MEDIA_lag_1|HUM_SKEW|TEMP_KURT;0.8218676990520478;0.11171599874207067;True
N_RESCATE_PERS;hist_poisson;10;VIENTO_KURT|VIENTO_MEDIO_lag_1|HUM_MEDIA_lag_1|HUM_SKEW|TEMP_KURT|TEMP_MEDIA|VIENTO_SKEW|HUM_KURT|VIENTO_MEDIO|TEMP_SKEW;0.8228711759463332;0.12483235261305911;False
N_RESCATE_PERS;hist_poisson;15;VIENTO_KURT|VIENTO_MEDIO_lag_1|HUM_MEDIA_lag_1|HUM_SKEW|TEMP_KURT|TEMP_MEDIA|VIENTO_SKEW|HUM_KURT|VIENTO_MEDIO|TEMP_SKEW|TEMP_MAX|HUM_MEDIA|TEMP_MIN|LLUVIA_LAG_10D|VIENTO_MAX;0.8244817465189855;0.13540438081628772;False
N_RESCATE_PERS;hist_poisson;20;VIENTO_KURT|VIENTO_MEDIO_lag_1|HUM_MEDIA_lag_1|HUM_SKEW|TEMP_KURT|TEMP_MEDIA|VIENTO_SKEW|HUM_KURT|VIENTO_MEDIO|TEMP_SKEW|TEMP_MAX|HUM_MEDIA|TEMP_MIN|LLUVIA_LAG_10D|VIENTO_MAX|LLUVIA_LAG_3D|LLUVIA_DESV_7D_PREV|HUM_MIN|LLUVIA_PROMEDIO_30D_PREV|LLUVIA_TOTAL_30D_PREV;0.8286043389361807;0.13815235041543256;False
N_RESCATE_PERS;hist_poisson;25;VIENTO_KURT|VIENTO_MEDIO_lag_1|HUM_MEDIA_lag_1|HUM_SKEW|TEMP_KURT|TEMP_MEDIA|VIENTO_SKEW|HUM_KURT|VIENTO_MEDIO|TEMP_SKEW|TEMP_MAX|HUM_MEDIA|TEMP_MIN|LLUVIA_LAG_10D|VIENTO_MAX|LLUVIA_LAG_3D|LLUVIA_DESV_7D_PREV|HUM_MIN|LLUVIA_PROMEDIO_30D_PREV|LLUVIA_TOTAL_30D_PREV|LLUVIA_DESV_30D_PREV|HUM_MAX|LLUVIA_LAG_14D|LLUVIA_DESV_14D_PREV|LLUVIA_LAG_1D;0.8322049637603869;0.12975571612278441;False
N_RESCATE_PERS;hist_poisson;31;VIENTO_KURT|VIENTO_MEDIO_lag_1|HUM_MEDIA_lag_1|HUM_SKEW|TEMP_KURT|TEMP_MEDIA|VIENTO_SKEW|HUM_KURT|VIENTO_MEDIO|TEMP_SKEW|TEMP_MAX|HUM_MEDIA|TEMP_MIN|LLUVIA_LAG_10D|VIENTO_MAX|LLUVIA_LAG_3D|LLUVIA_DESV_7D_PREV|HUM_MIN|LLUVIA_PROMEDIO_30D_PREV|LLUVIA_TOTAL_30D_PREV|LLUVIA_DESV_30D_PREV|HUM_MAX|LLUVIA_LAG_14D|LLUVIA_DESV_14D_PREV|LLUVIA_LAG_1D|DIAS_SECOS_30D_PREV|LLUVIA_LAG_2D|LLUVIA|LLUVIA_MAX_7D_PREV|LLUVIA_PROMEDIO_3D_PREV|LLUVIA_TOTAL_3D_PREV;0.8320846335920685;0.1375186256221196;False
N_GASES;gradient_boosting;5;VIENTO_SKEW|LLUVIA_DESV_30D_PREV|TEMP_KURT|LLUVIA_LAG_1D|HUM_SKEW;0.5360676685667594;0.1094950162338188;False
