model_role;validation_protocol;target_column;target_units;target_rule;dedup_mode;overload_rule;overload_min_count;regressor_type;classifier_type;cv_n_splits;cv_n_repeats;train_samples;train_start_date;train_end_date;target_mean;target_std;overload_rate;classification_threshold;threshold_oof_precision;threshold_oof_recall;mae;mse;rmse;r2;roc_auc;brier;accuracy;precision;recall;f1;probability_p33;probability_p50;probability_p66;probability_p80
fifth_company_repeated_kfold;Repeated 5-Fold Cross-Validation (30 seeds);N_5TA_CIA;['B-5', 'RB-5', 'RX-5', 'MX-5', 'BX-5'];incident_like_message_contains_fifth_company_unit;disabled;N_5TA_CIA >= 3;3;XGBRegressor;XGBClassifier;5;30;1444;2022-02-03;2026-04-16;1.567174515235457;1.2543711712879855;0.20914127423822715;0.13;0.21578947368421053;0.9503311258278145;1.0095032295898387;1.5564120512344541;1.2475624438217328;0.010141040108289201;0.5279050347363171;0.16769056510106928;0.2673130193905817;0.21578947368421053;0.9503311258278145;0.35171568627450983;0.17625599274535975;0.19726041356722512;0.22081155644357206;0.24878196914990744
