FECHA_DIA;WX2_APPARENT_TEMP_MEAN;WX2_RAIN_SUM;WX2_SHOWERS_SUM;WX2_SHOWERS_MAX;WX2_SHOWER_HOURS;WX2_WEATHER_CODE_MAX;WX2_STORM_HOURS;WX2_THUNDER_HOURS;WX2_SURFACE_PRESSURE_MEAN;WX2_CLOUD_MEAN;WX2_CLOUD_MAX;WX2_CLOUD_LOW_MEAN;WX2_CLOUD_MID_MEAN;WX2_CLOUD_HIGH_MEAN;WX2_CLOUDLESS_HOURS;WX2_WIND_DIR_SIN;WX2_WIND_DIR_COS;WX2_SHORTWAVE_SUM;WX2_SHORTWAVE_MAX;WX2_DIRECT_RADIATION_SUM;WX2_SUNSHINE_SECONDS;WX2_FREEZING_LEVEL_MEAN;WX2_FREEZING_LEVEL_MIN;WX2_WET_BULB_MEAN;WX2_WET_BULB_MAX;WX2_BOUNDARY_LAYER_MEAN;WX2_BOUNDARY_LAYER_MAX;WX2_APPARENT_TEMP_RANGE;WX2_SURFACE_PRESSURE_RANGE;WX2_WIND_DIR_CONCENTRATION
2022-02-17;14.299999999999999;0.0;0.0;0.0;0.0;2;0.0;0.0;1013.9166666666666;4.75;51;4.666666666666667;0.0;0.0;22.0;-0.6119390567317625;-0.7739360671041138;7872.0;991.0;6910.0;46886.22;4281.666666666667;4130.0;13.104166666666666;14.5;;;10.100000000000001;2.7000000000000455;0.9866338961936908
2022-02-18;12.641666666666666;0.0;0.0;0.0;0.0;1;0.0;0.0;1013.8375;4.791666666666667;31;5.458333333333333;0.0;0.0;21.0;-0.5931011699489315;-0.7908649924614197;7782.0;983.0;6803.0;46546.97;3928.3333333333335;3500.0;12.320833333333333;14.0;;;8.7;2.7999999999999545;0.988552696671145
2022-02-19;14.549999999999999;0.0;0.0;0.0;0.0;3;0.0;0.0;1016.9666666666667;11.291666666666666;100;9.541666666666666;0.875;0.625;21.0;-0.6225061698861821;-0.750631735488012;7475.0;957.0;6382.0;46207.46;3549.1666666666665;3280.0;14.266666666666666;15.9;;;7.699999999999999;1.8999999999999773;0.9751727712913795
2022-02-20;13.674999999999999;0.0;0.0;0.0;0.0;3;0.0;0.0;1015.3249999999999;16.5;100;13.666666666666666;0.375;0.9583333333333334;19.0;-0.6196718163267012;-0.743087651889114;7249.0;945.0;6132.0;45867.78;3341.6666666666665;3130.0;13.058333333333332;14.4;;;7.000000000000002;2.7000000000000455;0.9675600334551391
2022-02-21;14.529166666666667;0.0;0.0;0.0;0.0;3;0.0;0.0;1012.0375;61.291666666666664;100;14.333333333333334;0.041666666666666664;55.25;6.0;-0.16582051685452912;0.06427490362812703;6621.0;821.0;4233.0;45403.65;3313.75;3210.0;13.004166666666668;14.6;;;7.6;2.1000000000000227;0.17784180342739497
2022-02-22;14.829166666666666;0.2;0.0;0.0;0.0;51;0.0;0.0;1013.6333333333333;65.95833333333333;100;45.375;0.375;21.125;7.0;0.34473111832291287;0.8786217028037112;6888.0;928.0;5450.0;38771.66;3057.0833333333335;2960.0;13.9125;15.3;;;5.300000000000001;2.5;0.9438303028499664
2022-02-23;13.549999999999999;0.8;3.3;0.8;5.0;51;0.0;0.0;1013.7166666666667;73.66666666666667;100;54.958333333333336;7.666666666666667;31.666666666666668;0.0;0.2496383305549116;0.9396790473514697;5935.0;856.0;3802.0;34847.27;2715.8333333333335;2550.0;13.708333333333334;14.7;;;3.5999999999999996;5.400000000000091;0.9722736282104996
2022-02-24;14.4625;5.0;0.9;0.4;1.0;53;0.0;0.0;1016.5708333333333;45.916666666666664;100;40.125;18.75;1.25;7.0;0.011463334198730071;0.8771728022381101;6228.0;883.0;4607.0;39528.03;2955.0;2670.0;14.383333333333333;15.9;;;7.6;1.8999999999999773;0.8772477033410863
2022-02-25;15.820833333333333;0.0;0.0;0.0;0.0;3;0.0;0.0;1016.5083333333333;63.916666666666664;100;63.041666666666664;0.041666666666666664;11.666666666666666;3.0;0.030876410017431632;0.23785440004677458;6468.0;932.0;4746.0;40505.87;3712.5;3440.0;14.329166666666666;15.9;;;7.799999999999999;2.3999999999999773;0.2398500955121253
2022-02-26;16.587500000000002;2.7;0.30000000000000004;0.1;0.0;53;0.0;0.0;1017.8125;57.625;100;55.958333333333336;9.166666666666666;0.0;5.0;-0.3484906741886702;0.5709211336569588;6140.0;889.0;4654.0;33366.36;3547.9166666666665;3380.0;14.920833333333334;16.0;;;6.699999999999999;1.8999999999999773;0.6688771866737727
2022-02-27;14.716666666666667;0.2;0.0;0.0;0.0;51;0.0;0.0;1020.2708333333334;9.583333333333334;40;7.166666666666667;3.375;0.0;19.0;-0.6419020420185096;-0.6963116383174053;6761.0;930.0;5541.0;44061.16;3247.5;2370.0;13.4;14.8;;;9.1;3.5;0.9470417779611423
2022-02-28;12.829166666666666;0.0;0.0;0.0;0.0;0;0.0;0.0;1020.0500000000001;1.3333333333333333;14;0.375;0.0;0.9583333333333334;24.0;-0.21854538869063667;-0.8841686350590332;7226.0;937.0;6281.0;44114.98;3791.25;3430.0;12.083333333333334;14.5;;;9.600000000000001;4.7999999999999545;0.91077783357968
2022-03-01;13.799999999999999;0.0;0.0;0.0;0.0;0;0.0;0.0;1018.2125;3.2916666666666665;12;2.125;0.041666666666666664;0.875;24.0;-0.4279482011297342;-0.8706581978642175;6873.0;898.0;5909.0;43559.78;4319.166666666667;4180.0;13.254166666666668;15.2;;;7.9;2.2999999999999545;0.9701470818171554
2022-03-02;16.400000000000002;0.0;0.0;0.0;0.0;2;0.0;0.0;1012.525;7.166666666666667;55;0.5;0.5833333333333334;7.25;20.0;-0.4091436788829925;-0.8889324437007599;6827.0;894.0;5924.0;43598.83;4494.166666666667;4180.0;15.654166666666667;17.7;;;6.699999999999999;9.300000000000068;0.9785700993969282
2022-03-03;16.154166666666665;0.0;0.0;0.0;0.0;3;0.0;0.0;1014.0541666666667;42.0;100;42.125;0.041666666666666664;0.7916666666666666;11.0;-0.6426197830763396;-0.6773582751082055;6273.0;892.0;4697.0;43349.61;3829.5833333333335;3590.0;15.195833333333333;16.5;;;7.300000000000001;4.7000000000000455;0.9336886089369651
2022-03-04;13.616666666666667;0.0;0.0;0.0;0.0;3;0.0;0.0;1017.4625;27.625;100;17.541666666666668;2.25;19.083333333333332;14.0;-0.5177827355959048;-0.8311983569481503;6390.0;856.0;4847.0;43389.35;3498.3333333333335;3290.0;12.9375;14.5;;;6.0;4.0;0.9792801794555445
2022-03-05;12.295833333333334;0.0;0.0;0.0;0.0;3;0.0;0.0;1017.4458333333333;20.833333333333332;100;0.0;3.1666666666666665;20.916666666666668;19.0;-0.4775991791168687;-0.8140584532690993;7049.0;929.0;6147.0;43200.0;3334.5833333333335;3240.0;11.237499999999999;13.3;;;8.200000000000001;4.600000000000023;0.9438178538425649
2022-03-06;13.566666666666668;1.9000000000000001;1.4;0.4;3.0;53;0.0;0.0;1015.0124999999999;86.875;100;35.708333333333336;34.875;56.25;1.0;-0.1680559453659988;0.41384771848053054;4594.0;790.0;2444.0;31927.81;2987.5;2580.0;12.6625;14.3;;;5.199999999999999;3.2999999999999545;0.44666848429724704
2022-03-07;13.983333333333334;0.2;0.2;0.2;1.0;51;0.0;0.0;1016.2624999999999;34.625;100;33.208333333333336;4.0;0.8333333333333334;12.0;-0.2560796936354631;-0.2126648820337744;6636.0;893.0;5539.0;43225.04;3497.0833333333335;2370.0;13.0875;14.3;;;6.199999999999999;4.199999999999932;0.33287108847551156
2022-03-08;13.629166666666668;2.0;0.0;0.0;0.0;55;0.0;0.0;1016.4166666666666;52.25;100;50.5;40.875;2.4166666666666665;10.0;-0.08633750059838922;0.571703813114766;4470.0;690.0;2319.0;29490.56;3537.9166666666665;3140.0;13.0875;14.1;;;5.0;6.099999999999909;0.578186314209823
2022-03-09;12.612499999999999;0.0;0.0;0.0;0.0;3;0.0;0.0;1019.3791666666666;34.708333333333336;100;9.25;12.583333333333334;31.333333333333332;15.0;-0.22138891488636236;-0.912246440228242;6698.0;904.0;5737.0;39732.58;3719.1666666666665;3510.0;11.979166666666666;14.0;;;6.700000000000001;2.599999999999909;0.938726061928431
2022-03-10;13.016666666666666;0.0;0.0;0.0;0.0;0;0.0;0.0;1017.4833333333332;1.25;15;0.0;0.0;1.25;24.0;-0.4494227182795938;-0.8821196159841033;6621.0;882.0;5769.0;43200.0;3850.4166666666665;3510.0;12.541666666666666;14.9;;;8.5;5.2000000000000455;0.9900079780535916
2022-03-11;16.204166666666666;0.0;0.0;0.0;0.0;0;0.0;0.0;1011.5541666666667;0.0;0;0.0;0.0;0.0;24.0;-0.5766966925097026;-0.7653828644603173;6646.0;888.0;5824.0;43200.0;4430.416666666667;4330.0;14.133333333333333;16.7;;;11.8;4.7000000000000455;0.9583266689188562
2022-03-12;14.450000000000001;0.0;0.0;0.0;0.0;3;0.0;0.0;1015.1916666666666;46.0;100;46.083333333333336;0.0;0.0;9.0;-0.5633449133290819;0.049938896573391955;5818.0;842.0;4085.0;42388.51;4213.333333333333;3990.0;13.320833333333333;14.8;;;8.4;5.2999999999999545;0.5655540511434064
2022-03-13;16.329166666666666;0.0;0.0;0.0;0.0;3;0.0;0.0;1014.9583333333334;17.208333333333332;100;13.791666666666666;0.0;3.0;18.0;-0.5377236466159047;-0.7859001513038674;6453.0;872.0;5611.0;43200.0;4763.333333333333;4550.0;14.416666666666666;16.7;;;11.700000000000001;3.5;0.9522529957681141
2022-03-14;16.287499999999998;0.0;0.0;0.0;0.0;0;0.0;0.0;1015.5833333333334;0.041666666666666664;1;0.041666666666666664;0.0;0.0;24.0;-0.5391106899609692;-0.8076924193083586;6394.0;865.0;5589.0;43200.0;4801.666666666667;4650.0;13.970833333333333;16.8;;;9.5;4.100000000000023;0.9710856709057042
2022-03-15;15.237499999999999;0.0;0.0;0.0;0.0;3;0.0;0.0;1014.3000000000001;47.5;100;47.5;0.0;0.0;11.0;-0.25311080653439516;0.46227196652592273;5884.0;805.0;4620.0;43200.0;4690.833333333333;4570.0;13.808333333333332;14.8;;;3.6999999999999993;3.2000000000000455;0.5270298392123883
2022-03-16;13.054166666666667;0.1;0.0;0.0;0.0;51;0.0;0.0;1015.0583333333334;99.25;100;81.91666666666667;0.0;52.916666666666664;0.0;-0.5932273510480363;0.35353081955620697;3840.0;606.0;1411.0;24498.94;4255.416666666667;3500.0;12.695833333333333;13.3;;;2.6999999999999993;4.199999999999932;0.6905814437179393
2022-03-17;13.533333333333333;0.0;0.0;0.0;0.0;3;0.0;0.0;1017.9291666666667;24.541666666666668;100;23.125;5.041666666666667;0.20833333333333334;14.0;-0.46374055595329877;-0.8573548504701695;5920.0;844.0;4765.0;43200.0;3330.0;3170.0;12.620833333333332;13.7;;;7.299999999999999;4.0;0.9747372173363451
2022-03-18;11.245833333333332;0.0;0.0;0.0;0.0;3;0.0;0.0;1018.9875000000001;43.25;100;0.0;4.666666666666667;43.25;12.0;-0.18449630300303746;-0.7958516064677809;6281.0;864.0;5353.0;41810.13;3442.0833333333335;3250.0;9.65;12.8;;;11.299999999999999;4.599999999999909;0.8169569543979268
2022-03-19;12.775;0.1;0.0;0.0;0.0;51;0.0;0.0;1014.5416666666666;72.29166666666667;100;0.0;38.166666666666664;70.54166666666667;4.0;-0.5967674800159846;-0.7045421248909637;5806.0;855.0;4615.0;35580.64;3578.75;3470.0;11.362499999999999;12.9;;;7.600000000000001;2.7999999999999545;0.9233152392062545
2022-03-20;11.933333333333332;1.2000000000000002;0.5;0.2;1.0;53;0.0;0.0;1013.7916666666666;85.125;100;35.916666666666664;48.208333333333336;40.375;1.0;-0.461928921444319;0.035535722534328705;3659.0;630.0;1523.0;22084.11;3277.0833333333335;2680.0;11.516666666666666;13.2;;;6.9;3.699999999999932;0.46329376862067617
2022-03-21;13.783333333333333;0.5;0.0;0.0;0.0;51;0.0;0.0;1017.6875;34.583333333333336;100;24.083333333333332;5.5;5.166666666666667;8.0;-0.4096912669517008;0.05072205360707577;5566.0;768.0;4492.0;43035.59;2916.6666666666665;2340.0;12.9625;14.3;;;6.499999999999998;3.6000000000000227;0.4128191625138165
2022-03-22;11.7875;0.0;0.0;0.0;0.0;3;0.0;0.0;1014.8166666666666;7.0;89;1.875;0.0;5.708333333333333;22.0;-0.4985548955718447;-0.809044716935023;5926.0;817.0;5123.0;42895.47;3778.75;3450.0;11.604166666666666;12.3;;;4.800000000000001;5.199999999999932;0.950321176181571
2022-03-23;10.395833333333334;3.1;0.0;0.0;0.0;55;0.0;0.0;1019.3041666666667;33.583333333333336;100;29.125;21.166666666666668;0.0;15.0;-0.5460061631366541;-0.49275011159413373;5550.0;825.0;4580.0;38138.74;2292.0833333333335;1540.0;10.454166666666667;12.7;;;5.0;12.099999999999909;0.7354763100598426
2022-03-24;10.1;0.0;0.0;0.0;0.0;0;0.0;0.0;1020.8249999999999;1.0416666666666667;10;0.125;0.0;1.0833333333333333;24.0;-0.2191589605002201;-0.9354874734549852;5910.0;819.0;5119.0;42617.01;4143.333333333333;3640.0;9.795833333333333;12.5;;;7.7;8.600000000000023;0.9608160401235653
2022-03-25;13.654166666666667;0.0;0.0;0.0;0.0;2;0.0;0.0;1011.7166666666667;2.25;54;2.25;0.0;0.0;23.0;-0.44964156793564447;-0.8248947485442998;5891.0;819.0;5126.0;42477.41;4472.916666666667;4300.0;12.095833333333333;15.3;;;8.799999999999999;6.2000000000000455;0.9394833078834283
2022-03-26;12.170833333333334;0.5;0.0;0.0;0.0;51;0.0;0.0;1015.5749999999999;76.33333333333333;100;77.91666666666667;0.0;7.0;1.0;-0.4206026004091045;0.07757602974695814;3870.0;670.0;2202.0;26358.3;3926.6666666666665;3480.0;11.775;13.1;;;4.6;7.5;0.42769684107110467
2022-03-27;12.041666666666666;0.0;0.0;0.0;0.0;3;0.0;0.0;1017.8333333333334;30.5;92;30.833333333333332;1.1666666666666667;0.0;10.0;-0.2406731108519887;-0.5497024722648449;5306.0;749.0;3949.0;40787.79;3740.4166666666665;3490.0;11.479166666666666;13.9;;;7.999999999999998;3.099999999999909;0.600080289878993
2022-03-28;12.0875;0.1;0.0;0.0;0.0;51;0.0;0.0;1017.775;11.375;100;9.875;4.791666666666667;0.0;20.0;-0.584567308391014;-0.40690209057020704;5513.0;777.0;4637.0;42056.64;3472.9166666666665;2420.0;10.9625;12.6;;;7.4;4.0;0.7122417071120729
2022-03-29;9.625;0.7;0.2;0.1;0.0;51;0.0;0.0;1023.7041666666668;15.25;100;12.75;7.083333333333333;0.0;18.0;-0.41031902280940735;-0.828832330044199;5407.0;743.0;4459.0;41916.03;2499.5833333333335;1620.0;9.700000000000001;12.7;;;5.4;6.5;0.9248376786256942
2022-03-30;8.575000000000001;0.0;0.0;0.0;0.0;3;0.0;0.0;1019.9416666666666;8.166666666666666;90;0.0;0.0;8.166666666666666;22.0;-0.37108150685367464;-0.9001440667448254;5591.0;779.0;4768.0;41775.39;3281.25;3180.0;8.554166666666667;11.6;;;7.5;8.999999999999886;0.9736327981455363
2022-03-31;9.737499999999999;0.0;0.0;0.0;0.0;3;0.0;0.0;1017.8000000000001;17.0;100;0.0;0.0;14.291666666666666;18.0;-0.4482083499943019;-0.8459289745563398;5551.0;789.0;4800.0;41634.81;3767.9166666666665;3410.0;9.6;11.8;;;9.7;4.100000000000023;0.957333042884531
2022-04-01;10.941666666666668;0.0;0.0;0.0;0.0;3;0.0;0.0;1015.2833333333333;47.541666666666664;99;37.583333333333336;0.0;14.375;9.0;-0.40665713592139113;-0.8441734169191544;5130.0;750.0;4123.0;41494.38;3798.75;3580.0;11.237499999999999;14.3;;;10.600000000000001;2.2999999999999545;0.9370158931569673
2022-04-02;12.058333333333332;2.1999999999999997;0.0;0.0;0.0;61;0.0;0.0;1016.1625;93.25;100;89.91666666666667;20.708333333333332;30.625;1.0;-0.5742627017754603;-0.5600900521165504;3041.0;461.0;1123.0;24122.83;3543.3333333333335;3120.0;12.450000000000001;14.6;;;7.0;3.1000000000000227;0.8021711270859675
2022-04-03;8.5875;0.0;0.0;0.0;0.0;3;0.0;0.0;1021.2624999999999;9.083333333333334;82;0.3333333333333333;0.20833333333333334;8.875;20.0;-0.17663352167118393;-0.8864545318410082;5286.0;757.0;4490.0;41214.3;2785.4166666666665;1780.0;8.733333333333333;10.2;;;6.699999999999999;4.399999999999977;0.9038810972685652
2022-04-04;9.725;0.0;0.0;0.0;0.0;2;0.0;0.0;1017.5416666666666;4.125;64;0.0;0.0;4.875;22.0;-0.42030004868853205;-0.8884626897902463;5275.0;760.0;4538.0;41074.83;3619.1666666666665;3490.0;9.658333333333333;12.5;;;8.7;4.600000000000023;0.9828621887512521
2022-04-05;11.704166666666666;0.0;0.0;0.0;0.0;3;0.0;0.0;1016.0666666666666;18.958333333333332;82;3.0833333333333335;0.0;17.166666666666668;16.0;-0.487515261247307;-0.7880660892830411;4987.0;724.0;4217.0;40608.22;3933.75;3810.0;11.445833333333333;13.9;;;8.7;2.3999999999999773;0.9266710802797808
2022-04-06;11.387500000000001;0.0;0.0;0.0;0.0;3;0.0;0.0;1016.8416666666667;28.583333333333332;93;16.583333333333332;0.0;14.916666666666666;10.0;-0.5097368415316731;-0.8006529681762897;4860.0;737.0;3758.0;40312.02;3776.6666666666665;3670.0;11.616666666666667;12.9;;;5.300000000000001;1.900000000000091;0.949145311880214
2022-04-07;12.875;0.1;0.0;0.0;0.0;51;0.0;0.0;1017.2666666666668;61.708333333333336;100;48.333333333333336;0.4583333333333333;23.875;8.0;-0.6258409799719741;-0.7131538269177987;3137.0;432.0;1317.0;36112.99;3622.0833333333335;3450.0;12.929166666666667;14.7;;;5.4;2.7000000000000455;0.9488231200069813
2022-04-08;10.945833333333333;0.0;0.0;0.0;0.0;3;0.0;0.0;1014.5875;53.041666666666664;100;51.0;0.0;27.541666666666668;12.0;-0.7175138622514584;-0.6499689834635365;3749.0;581.0;2147.0;36217.44;3758.3333333333335;3420.0;11.612499999999999;12.7;;;4.4;2.2999999999999545;0.9681352291842436
2022-04-09;10.362499999999999;3.0;0.0;0.0;0.0;61;0.0;0.0;1015.9625;67.29166666666667;100;42.291666666666664;22.0;28.791666666666668;6.0;-0.4348975610790197;0.2305886092842465;2016.0;418.0;510.0;15562.43;2864.5833333333335;2320.0;11.058333333333332;12.6;;;5.800000000000001;4.199999999999932;0.49224688456517685
2022-04-10;9.020833333333334;2.0;0.30000000000000004;0.2;1.0;53;0.0;0.0;1017.9291666666667;46.208333333333336;100;45.291666666666664;11.416666666666666;0.3333333333333333;8.0;-0.3221278526248755;0.008339545710136537;3880.0;687.0;2692.0;32703.95;2041.25;1510.0;9.533333333333333;10.9;;;5.8999999999999995;5.899999999999977;0.3222357855039768
2022-04-11;8.6625;0.2;0.0;0.0;0.0;51;0.0;0.0;1020.0708333333333;51.0;100;5.333333333333333;26.5;41.0;9.0;-0.22229596811098218;-0.797829580475102;4374.0;691.0;3241.0;32358.85;2657.9166666666665;2270.0;8.85;10.5;;;9.2;2.0;0.8282194980314554
2022-04-12;10.258333333333333;0.0;0.0;0.0;0.0;3;0.0;0.0;1020.75;34.708333333333336;100;4.458333333333333;1.0;32.458333333333336;15.0;-0.2030736678864505;-0.9267622528725713;4541.0;700.0;3546.0;33184.7;2863.3333333333335;2190.0;9.983333333333333;11.4;;;6.1;2.2999999999999545;0.9487503296116951
2022-04-13;9.875;0.0;0.0;0.0;0.0;1;0.0;0.0;1016.8791666666666;3.9583333333333335;44;1.8333333333333333;0.0;2.125;22.0;-0.3790049265814659;-0.8797798730251415;4790.0;710.0;4098.0;38796.29;3905.0;3410.0;9.570833333333333;12.6;;;8.7;7.699999999999932;0.9579443404254532
2022-04-14;9.808333333333334;0.0;0.0;0.0;0.0;3;0.0;0.0;1012.8416666666667;62.708333333333336;100;63.791666666666664;0.0;0.0;3.0;-0.07266478118122555;0.05261280304424981;4242.0;650.0;2908.0;38314.0;4055.8333333333335;3820.0;9.799999999999999;11.3;;;7.1;3.699999999999932;0.08971219241713142
2022-04-15;10.745833333333332;0.7;0.0;0.0;0.0;51;0.0;0.0;1018.2791666666667;74.04166666666667;100;74.91666666666667;0.0;0.75;6.0;-0.44747633647030294;-0.1983160190922053;3087.0;544.0;1477.0;23114.52;3814.1666666666665;3700.0;10.416666666666666;11.4;;;4.5;5.599999999999909;0.4894530775564331
2022-04-16;10.670833333333334;0.0;0.0;0.0;0.0;1;0.0;0.0;1017.4958333333334;2.9583333333333335;24;2.9166666666666665;0.0;0.0;23.0;-0.301701851093981;-0.08228514347010875;4502.0;677.0;3710.0;37855.04;3946.6666666666665;3790.0;10.158333333333333;12.0;;;8.2;4.699999999999932;0.3127216842328511
2022-04-17;9.970833333333333;0.0;0.0;0.0;0.0;3;0.0;0.0;1016.2833333333333;50.166666666666664;100;35.041666666666664;0.0;45.0;12.0;-0.2646568410373015;-0.20977532396508772;2948.0;431.0;1234.0;37259.4;3873.75;3660.0;10.308333333333334;12.3;;;6.0;2.3999999999999773;0.33771131170350366
2022-04-18;10.891666666666666;0.0;0.0;0.0;0.0;3;0.0;0.0;1016.4916666666667;77.79166666666667;100;61.416666666666664;5.833333333333333;36.333333333333336;2.0;-0.1990764937106042;-0.5077927342992951;3565.0;605.0;2061.0;36432.62;3310.4166666666665;3010.0;10.612499999999999;13.4;;;9.2;1.400000000000091;0.5454217738184484
2022-04-19;11.049999999999999;9.5;3.3;0.8;8.0;63;0.0;0.0;1016.8208333333333;97.125;100;70.33333333333333;82.20833333333333;67.5;0.0;-0.10893858231391106;0.2465326243579965;1074.0;237.0;56.0;0.0;2663.75;2210.0;11.395833333333334;13.6;;;3.9000000000000004;4.100000000000023;0.2695291256792219
2022-04-20;9.591666666666667;0.0;0.0;0.0;0.0;3;0.0;0.0;1023.3333333333334;27.375;100;8.541666666666666;3.4583333333333335;17.125;14.0;-0.41511680663123446;-0.8657737066729619;4256.0;636.0;3464.0;37385.09;2515.8333333333335;1980.0;9.870833333333334;11.4;;;5.4;5.599999999999909;0.9601489854777505
