FECHA_DIA;WX_GUST_MAX;WX_GUST_MEAN;WX_PRECIP_PROB_MAX;WX_PRECIP_MAX_HOURLY;WX_PRECIP_HOURS;WX_HEAVY_RAIN_HOURS;WX_PRESSURE_MEAN;WX_DEWPOINT_MEAN;WX_VISIBILITY_MIN;WX_CAPE_MAX;WX_CAPE_MEAN;WX_VPD_MAX;WX_VPD_MEAN;WX_SOIL_MOISTURE_SURFACE_MEAN;WX_SOIL_MOISTURE_DEEP_MEAN;WX_ET0_SUM;WX_LOW_HUMIDITY_HOURS;WX_TEMP_MAX;WX_HUMIDITY_MIN;WX_WIND_MAX;WX_PRESSURE_RANGE;WX_WIND_RAIN_INDEX;WX_FIRE_WEATHER_INDEX
2025-07-26;38.2;24.504166666666666;53.0;0.1;0.0;0.0;1015.3708333333334;9.829166666666667;12580.0;10.0;0.4166666666666667;0.17;0.07875;0.395875;0.4370833333333333;0.54;0.0;12.0;88;19.0;3.5;3.64084886852521;71.69476275000001
2025-07-27;61.2;49.1625;100.0;2.6;23.0;0.0;1018.1;10.316666666666666;7060.0;10.0;2.9166666666666665;0.16;0.08541666666666668;0.4578333333333333;0.4375;0.51;0.0;12.1;89;32.9;2.3999999999999773;78.39315134227833;109.481496
2025-07-28;67.7;45.82083333333333;100.0;1.3;13.0;0.0;1018.775;11.1875;6140.0;0.0;0.0;0.19;0.10375000000000001;0.42004166666666665;0.465125;0.64;0.0;13.1;87;35.3;3.2000000000000455;56.38794762270654;127.28618320833334
2025-07-29;41.0;27.704166666666666;81.0;1.7;2.0;0.0;1012.4958333333334;11.416666666666666;24140.0;0.0;0.0;0.16;0.044583333333333336;0.402625;0.4395;0.7000000000000001;0.0;13.8;90;24.1;7.399999999999977;40.723322693421615;75.971155
2025-07-30;75.6;65.77083333333333;100.0;5.6;19.0;1.0;1007.2458333333334;11.770833333333334;320.0;10.0;0.4166666666666667;0.09;0.049166666666666664;0.4518333333333333;0.4434166666666666;0.31;0.0;12.6;94;39.2;4.0;142.6624654668479;127.575126
2025-07-31;83.9;73.4875;100.0;10.4;17.0;2.0;1006.3583333333332;10.866666666666667;1220.0;100.0;49.166666666666664;0.3;0.11916666666666666;0.4482083333333333;0.469875;1.03;0.0;13.6;81;44.4;6.099999999999909;204.18016051809775;169.25391708333333
2025-08-01;67.0;51.74583333333334;100.0;6.4;22.0;2.0;1012.3958333333334;9.570833333333333;3240.0;130.0;83.33333333333333;0.2;0.11916666666666666;0.4751666666666667;0.4730833333333333;0.68;0.0;11.6;83;35.6;8.100000000000023;134.09916001407834;122.59659999999998
2025-08-02;43.6;26.229166666666668;100.0;2.4;10.0;0.0;1022.1541666666667;6.429166666666667;9380.0;60.0;23.333333333333332;0.49;0.25083333333333335;0.44025;0.4735416666666667;1.45;0.0;12.0;65;21.6;7.800000000000068;53.35660881872425;101.32759899999999
2025-08-03;28.8;18.287499999999998;0.0;0.0;0.0;0.0;1024.4583333333333;4.625;24140.0;10.0;0.8333333333333334;0.71;0.3016666666666667;0.39845833333333336;0.4429166666666667;1.32;0.0;12.8;52;15.2;2.199999999999932;0.0;78.87272399999999
2025-08-04;36.0;23.21666666666667;0.0;0.0;0.0;0.0;1021.025;5.170833333333333;24140.0;0.0;0.0;0.63;0.37625;0.37504166666666666;0.4257916666666666;1.97;0.0;14.6;61;15.8;3.3999999999999773;0.0;95.35255499999998
2025-08-05;25.9;14.433333333333332;80.0;0.1;0.0;0.0;1023.0083333333333;10.283333333333333;24140.0;0.0;0.0;0.25;0.13041666666666665;0.3642083333333333;0.4147083333333333;1.22;0.0;14.8;80;10.0;5.0;2.468533656932014;52.958755208333336
2025-08-06;37.4;26.900000000000002;61.0;0.2;1.0;0.0;1025.6708333333333;10.870833333333332;24140.0;0.0;0.0;0.34;0.13999999999999999;0.3545833333333333;0.4070416666666667;1.45;0.0;14.9;80;18.7;2.400000000000091;6.818826224093904;82.46170166666667
2025-08-07;29.9;20.704166666666666;0.0;0.0;0.0;0.0;1022.2291666666666;8.012500000000001;18440.0;0.0;0.0;0.52;0.27208333333333334;0.34225;0.40087500000000004;1.78;0.0;14.9;69;13.4;4.900000000000091;0.0;75.34142200000001
2025-08-08;27.4;18.7;0.0;0.0;0.0;0.0;1018.4416666666666;7.191666666666666;24140.0;0.0;0.0;0.75;0.31958333333333333;0.32758333333333334;0.3952083333333334;2.05;0.0;16.6;59;14.3;4.2000000000000455;0.0;80.19237916666665
2025-08-09;33.8;19.55;94.0;0.3;6.0;0.0;1020.3708333333334;7.9750000000000005;24140.0;50.0;14.166666666666666;0.33;0.1758333333333333;0.32845833333333335;0.39008333333333334;1.0;0.0;11.9;77;14.4;7.2999999999999545;8.867912139001195;75.14248408333333
2025-08-10;28.1;21.6125;20.0;0.0;0.0;0.0;1023.8625000000001;7.308333333333334;24140.0;0.0;0.0;0.52;0.27875;0.3310416666666667;0.3862916666666667;1.23;0.0;13.2;65;13.4;2.3999999999998636;0.0;71.28454833333333
2025-08-11;20.2;14.0;16.0;0.0;0.0;0.0;1020.0166666666668;10.929166666666667;24140.0;0.0;0.0;0.2;0.11041666666666666;0.334;0.383125;1.12;0.0;14.4;87;10.3;5.2000000000000455;0.0;40.38383999999999
2025-08-12;38.2;26.854166666666668;100.0;1.1;2.0;0.0;1019.6125000000001;10.558333333333334;320.0;20.0;1.6666666666666667;0.38;0.1758333333333333;0.34795833333333337;0.38079166666666664;1.52;0.0;13.9;76;19.9;4.2000000000000455;28.342006568662217;87.0890285
2025-08-13;29.9;21.9375;0.0;0.0;0.0;0.0;1018.9499999999999;7.070833333333333;24140.0;0.0;0.0;0.52;0.34;0.33570833333333333;0.37920833333333337;1.9300000000000002;0.0;14.6;67;13.1;6.100000000000023;0.0;75.63872766666667
2025-08-14;35.6;25.287499999999998;0.0;0.0;0.0;0.0;1014.5541666666667;8.237499999999999;1360.0;0.0;0.0;0.85;0.32708333333333334;0.322875;0.376875;2.17;0.0;18.6;60;16.7;2.0;0.0;110.45545249999999
2025-08-15;46.8;34.916666666666664;98.0;0.3;2.0;0.0;1016.9375;10.2125;16720.0;20.0;1.6666666666666667;0.41;0.19541666666666668;0.31804166666666667;0.3740833333333333;1.4000000000000001;0.0;15.0;76;20.8;5.0;12.278647577078578;110.98906649999996
2025-08-16;49.7;33.42916666666667;47.0;0.6;6.0;0.0;1017.2166666666667;10.466666666666667;24140.0;10.0;2.5;0.37;0.1729166666666667;0.3315;0.3717083333333333;1.54;0.0;14.2;77;22.6;5.899999999999977;23.35918037351306;113.6064965
2025-08-17;31.0;14.091666666666667;8.0;0.1;0.0;0.0;1013.65;9.641666666666667;24140.0;10.0;0.4166666666666667;0.49;0.16708333333333333;0.3273333333333333;0.36966666666666664;1.3;0.0;15.6;72;12.8;5.399999999999977;2.954615573934071;77.26047333333334
2025-08-18;30.6;16.695833333333333;7.0;0.0;0.0;0.0;1016.6541666666667;10.104166666666666;24140.0;0.0;0.0;0.34;0.16874999999999998;0.3252916666666667;0.36845833333333333;1.81;0.0;14.8;79;11.7;7.7000000000000455;0.0;68.6697405
2025-08-19;54.7;30.745833333333334;100.0;2.4;14.0;0.0;1022.0291666666667;10.154166666666667;1700.0;40.0;16.25;0.34;0.12375000000000001;0.38175000000000003;0.3682083333333333;0.99;0.0;13.4;77;23.0;2.800000000000068;66.94051610972973;118.61448850000001
2025-08-20;44.3;21.47083333333333;95.0;0.9;5.0;0.0;1017.3249999999999;9.987499999999999;7180.0;40.0;15.416666666666666;0.37;0.16333333333333333;0.4250833333333333;0.40549999999999997;1.75;0.0;13.9;77;23.8;10.5;28.43412715743709;95.58326741666667
2025-08-21;71.3;54.4;100.0;2.9;15.0;0.0;1009.375;6.820833333333333;3960.0;100.0;45.833333333333336;0.46;0.2504166666666667;0.452625;0.43254166666666666;1.53;0.0;11.6;66;31.9;8.399999999999977;97.03762823856832;161.07864275
2025-08-22;36.7;20.8875;98.0;2.8;6.0;0.0;1022.4125;4.045833333333333;7100.0;20.0;9.166666666666666;0.41;0.22791666666666666;0.43220833333333336;0.46016666666666667;1.69;0.0;9.8;66;14.2;16.700000000000045;48.99453914907688;81.128515375
2025-08-23;28.8;19.1875;8.0;0.2;1.0;0.0;1032.8083333333334;4.6125;24140.0;10.0;0.4166666666666667;0.54;0.2970833333333333;0.38504166666666667;0.43979166666666664;1.75;0.0;11.5;60;11.3;2.2000000000000455;5.250860835665894;71.626632
2025-08-24;40.3;24.0625;46.0;0.3;3.0;0.0;1029.125;8.079166666666667;24140.0;30.0;4.166666666666667;0.3;0.21291666666666667;0.37237499999999996;0.42162499999999997;0.98;0.0;12.8;76;18.4;4.599999999999909;10.573279858039887;85.27127375
2025-08-25;53.3;38.395833333333336;0.0;0.0;0.0;0.0;1024.7666666666667;9.183333333333334;24140.0;0.0;0.0;0.52;0.2554166666666667;0.35912499999999997;0.41050000000000003;2.11;0.0;15.6;70;24.7;7.600000000000023;0.0;132.937129
2025-08-26;33.1;24.1375;0.0;0.0;0.0;0.0;1018.6541666666667;8.983333333333333;24140.0;0.0;0.0;0.6;0.32;0.33666666666666667;0.4015;2.4;0.0;17.5;68;17.4;5.800000000000068;0.0;88.09013333333334
2025-08-27;27.0;16.895833333333332;0.0;0.0;0.0;0.0;1017.6541666666667;9.083333333333334;23380.0;0.0;0.0;0.43;0.20541666666666666;0.31979166666666664;0.3935;2.03;0.0;14.8;73;10.6;2.300000000000068;0.0;64.87284375
2025-08-28;32.8;19.8625;2.0;0.0;0.0;0.0;1016.8458333333333;8.370833333333334;5660.0;0.0;0.0;0.38;0.18125;0.313375;0.38683333333333336;1.44;0.0;12.2;73;13.3;2.2000000000000455;0.0;76.34339399999999
2025-08-29;34.2;15.658333333333333;2.0;0.0;0.0;0.0;1017.0375;8.116666666666667;24140.0;10.0;0.4166666666666667;0.62;0.2383333333333333;0.307;0.38133333333333336;2.04;0.0;14.4;62;13.9;5.0;0.0;93.79897200000002
2025-08-30;38.5;14.554166666666667;18.0;0.1;0.0;0.0;1021.1583333333333;8.4625;24140.0;0.0;0.0;0.44;0.18708333333333335;0.29470833333333335;0.3765416666666667;1.6099999999999999;0.0;14.4;73;16.4;4.7999999999999545;3.669441922466507;94.54137
2025-08-31;25.2;13.633333333333333;78.0;0.5;3.0;0.0;1023.5833333333334;9.716666666666667;13780.0;20.0;7.083333333333333;0.33;0.14333333333333334;0.293875;0.37237499999999996;1.12;0.0;13.3;78;10.0;1.8999999999999773;10.217720724325742;57.1824855
