candidate;fold;start_date;end_date;mae;metric_mae;metric_rmse;metric_r2;metric_high_auc;metric_actual_mean;metric_prediction_mean;metric_actual_std;metric_prediction_std;metric_std_ratio;metric_p05;metric_p95;metric_p05_p95_width;metric_width_ratio;metric_boring_4_5_share;metric_min_prediction;metric_max_prediction
more_sampling;2;2024-07-18;2024-11-22;2.3651285390059154;2.3651285390059154;3.0039743563412666;0.28774213932763626;0.7586805555555556;5.075;4.548980424801509;3.5743307536005187;1.3143522114937356;0.3677198060559319;3.2322622537612915;6.217478275299071;2.98521602153778;0.298521602153778;0.625;2.7862634658813477;13.553471565246582
more_sampling;3;2024-11-23;2025-03-24;2.46966868241628;2.46966868241628;3.153727028250036;-0.03038378714590162;0.6208771293947082;5.925;5.528821674982707;3.1199076155251397;0.8433692655593189;0.2703186662844066;4.088267588615418;6.910966515541076;2.822698926925658;0.3136332141028509;0.7083333333333334;3.766294240951538;7.840371608734131
more_sampling;4;2025-03-25;2025-07-28;2.030435562133789;2.030435562133789;2.69058450368749;0.21822408515299607;0.6237980769230769;5.3;4.884809939066569;3.055783880782543;1.1783105099061326;0.38560008033172294;3.370861804485321;6.752635288238525;3.381773483753204;0.4200960849382864;0.7;2.4950969219207764;12.885984420776367
more_sampling;5;2025-07-29;2025-12-09;1.8605947077274323;1.8605947077274323;2.3412011132066715;-0.01819690908956839;0.5290909090909091;4.241666666666666;4.333263192574183;2.329914462069418;0.8215089899838575;0.35259190985672384;3.398800003528595;5.857674169540405;2.4588741660118103;0.3073592707514763;0.55;2.936434030532837;8.886371612548828
more_sampling;6;2025-12-10;2026-04-16;2.353214645385742;2.353214645385742;2.869014552939908;-0.04436249060950792;0.5729813664596274;5.208333333333333;5.570505809783936;2.8191894458607534;1.0889907671525887;0.38627796679343007;4.221795511245728;7.790825009346008;3.5690294981002806;0.443357701627364;0.7166666666666667;3.5690603256225586;9.96640396118164
poisson_d3;1;2024-03-18;2024-07-17;2.4572534759839377;2.4572534759839377;3.5743825916342655;0.022098827311002656;0.5590277777777778;5.541666666666667;4.785821481545766;3.6296996966629598;0.8997916870839994;0.24789700589038857;3.5209078192710876;6.27311761379242;2.752209794521332;0.305801088280148;0.7083333333333334;2.9963419437408447;7.35730504989624
poisson_d3;2;2024-07-18;2024-11-22;2.3979912916819255;2.3979912916819255;3.173176416664774;0.2052450439522474;0.7890625;5.075;4.434911831219991;3.5743307536005187;0.93199243283636;0.2607459961273979;3.319890785217285;6.012151074409484;2.692260289192199;0.26922602891921993;0.6333333333333333;2.9755327701568604;10.478948593139648
poisson_d3;3;2024-11-23;2025-03-24;2.4305471897125246;2.4305471897125246;3.1325573270726914;-0.01659711124910257;0.5904313156940921;5.925;5.542459599177042;3.1199076155251397;0.7568590495664156;0.24259021190248348;4.454729580879212;6.844974303245545;2.390244722366333;0.26558274692959255;0.7916666666666666;4.092483997344971;7.770082950592041
poisson_d3;4;2025-03-25;2025-07-28;2.016936393578847;2.016936393578847;2.7160226495608986;0.2033715947162198;0.6316105769230769;5.3;4.92110599676768;3.055783880782543;0.9766187841495447;0.3195968112442057;3.8252584457397463;6.573536992073058;2.748278546333312;0.3414010616563122;0.7833333333333333;3.3068463802337646;11.734197616577148
poisson_d3;5;2025-07-29;2025-12-09;1.8347929855187735;1.8347929855187735;2.279305303669649;0.03492885086692432;0.6081818181818182;4.241666666666666;4.311234297355016;2.329914462069418;0.6782960154618118;0.29112485737324145;3.556097137928009;5.659990906715392;2.1038937687873833;0.2629867210984229;0.6083333333333333;3.362778902053833;7.1291279792785645
poisson_d3;6;2025-12-10;2026-04-16;2.2855210483074186;2.2855210483074186;2.783029041330239;0.01729935868205512;0.5741459627329193;5.208333333333333;5.429340944687525;2.8191894458607534;0.8220688073289204;0.2915975755144496;4.127453756332398;6.843492650985717;2.7160388946533196;0.3373961359817788;0.7083333333333334;3.8122174739837646;7.434248924255371
absolute_d3;1;2024-03-18;2024-07-17;2.467799238363902;2.467799238363902;3.661299660126216;-0.02603799876610391;0.5863715277777778;5.541666666666667;4.466297241051992;3.6296996966629598;0.899158146107189;0.24772246225599567;3.14335173368454;5.960042119026184;2.8166903853416443;0.3129655983712938;0.5666666666666667;2.651890277862549;6.692413806915283
absolute_d3;2;2024-07-18;2024-11-22;2.441881537437439;2.441881537437439;3.362626713941532;0.10751253180893106;0.7782118055555556;5.075;4.075387481848399;3.5743307536005187;0.8013716339877796;0.22420186861009897;2.997156012058258;5.708172869682312;2.7110168576240543;0.27110168576240545;0.48333333333333334;2.385359048843384;7.631877422332764
absolute_d3;3;2024-11-23;2025-03-24;2.4004581689834597;2.4004581689834597;3.2159193854578207;-0.07142339088909355;0.5984052192823487;5.925;5.0047088146209715;3.1199076155251397;0.5988245196189387;0.19193661909701937;4.180507326126099;6.028946208953857;1.8484388828277583;0.20538209809197314;0.9;3.599911689758301;7.119006156921387
absolute_d3;4;2025-03-25;2025-07-28;2.111188954114914;2.111188954114914;2.902815942421401;0.09002803503500567;0.6346153846153846;5.3;4.427353821198145;3.055783880782543;0.8986470978864546;0.2940807115116805;3.3653322577476503;6.126303219795227;2.760970962047577;0.3429777592605687;0.65;2.7166733741760254;9.31141185760498
absolute_d3;5;2025-07-29;2025-12-09;1.8038954238096874;1.8038954238096874;2.344244951625325;-0.020846183030996723;0.6027272727272728;4.241666666666666;3.978171088298162;2.329914462069418;0.7187149096296874;0.3084726591169912;3.0702214360237123;5.2395504236221315;2.169328987598419;0.2711661234498024;0.375;2.661888360977173;7.834516525268555
absolute_d3;6;2025-12-10;2026-04-16;2.246729838848114;2.246729838848114;2.774946861514744;0.022998782211378632;0.6160714285714285;5.208333333333333;4.970872334639231;2.8191894458607534;0.7519537839334955;0.26672694346154857;3.8334377646446227;6.260199046134948;2.4267612814903257;0.30146102875656217;0.8;3.2843878269195557;7.124980449676514
